sample_name	NO3	NH4	TN	TC	pH	moisture	temperature_annual	FlC3	FlC4	FlTotl	plant_richness	ER_annualmean	GPP_annualmean	NEE_annualmean	Autotrophic	Heterotrophic	total_soil_respiration	amyA_fill	endoglucanase_fill	xyla_fill	ara_fill	rgl_fill	AceA_fill	cda_fill	xylanase_fill	tannase_Cdeg_fill	AceB_fill	pula_fill	mannanase_fill	acetylglucosaminidase_fill	phenol_oxidase_fill	chitinase_fill	vana_fill	vdh_fill	limeh_fill	glx_fill	pectinase (pectate_lyase)_fill	phospholipase_A2_fungi_fill	AceA_fungi_fill	mnp_fill	pme_fill	glucoamylase_fill	cutinase_fill	exoglucanase_fill	nplT_fill	alpha_galactosidase_fungi_fill	phospholipase_D_fungi_fill	chitin_deacetylase_fungi_fill	RgaE_fill	cellobiase_fill	pec_Cdeg_fill	inulinase_fill	camdcab_fill	AceB_fungi_fill	cdh_fill	axe_fill	pme_Cdeg_fill	ligninase_fill	metalloprotease_fungi_fill	lactase_fungi_fill	rgh_fill	Pg_Oomycetes_fill	pectin_lyase_Oomycetes_fill	phospholipase_C_fungi_fill	xylose_isomerase_Oomycetes_fill	endopolygalacturonase_fungi_fill	exopolygalacturonase_fungi_fill	pectate_lyase_Oomycetes_fill	apu_fill	lmo_fill	pel_Cdeg_fill	isopullulanase_fill	cellulase_GH7_Parabasalia_fill	amyx_fill	amyA	endoglucanase	xyla	ara	rgl	AceA	cda	xylanase	tannase_Cdeg	AceB	pula	mannanase	acetylglucosaminidase	phenol_oxidase	chitinase	vana	vdh	limeh	glx	pectinase (pectate_lyase)	phospholipase_A2_fungi	AceA_fungi	mnp	pme	glucoamylase	cutinase	exoglucanase	nplT	alpha_galactosidase_fungi	phospholipase_D_fungi	chitin_deacetylase_fungi	RgaE	cellobiase	pec_Cdeg	inulinase	camdcab	AceB_fungi	cdh	axe	pme_Cdeg	ligninase	metalloprotease_fungi	lactase_fungi	rgh	Pg_Oomycetes	pectin_lyase_Oomycetes	phospholipase_C_fungi	xylose_isomerase_Oomycetes	endopolygalacturonase_fungi	exopolygalacturonase_fungi	pectate_lyase_Oomycetes	apu	lmo	pel_Cdeg	isopullulanase	cellulase_GH7_Parabasalia	amyx
X11_14N_N_N_2	22.01	2.49	0.137	1.395	6.09	7.12	17.90160268	192	94	287	6	5.34802144	8.169579353	2.821557913	0.329166667	2.553333333	2.8825	0.618855836	0.504847831	0.491637122	0.772378807	0.461526538	0.43470764	0.397196936	0.432457578	1.601160062	0.56118288	0.452114706	0.964911257	0.602896912	0.35188234	0.530614117	0.852862912	0.357647101	0.527409864	0.396752772	0.728101317	0.645158113	0.279056438	0.83784605	1.078064469	0.580201509	0.713449367	0.29439899	0.24911072	0.128928277	2.606757816	0.378663574	0.490373937	0.390421582	0.264632971	0.467843404	5.148095045	0.293789088	0.984371478	0.381448133	0.674024812	0.243611437	0.356317525	0.301311083	0.293671886	0.278395035	0.293352163	0.262451203	0.275012926	0.562734558	0.356498164	2.279959323	0.115303864	0.378064851	14.41829081	0.178335475	0.876014521	0.646039439	0.866398171	0.730544509	0.740217689	1.057193492	0.717014442	0.613465922	0.547650321	0.627864335	2.166275378	0.771234572	0.629995902	1.378444653	0.854391052	0.542485275	0.797463658	1.104233033	0.625882427	0.836581164	0.507843548	0.954063794	1.055713276	0.418584656	1.102429014	1.357562665	0.848813319	0.90190769	0.507584466	0.498221441	0.257856553	4.431488287	0.631105957	0.690981456	0.554464263	0.427484029	0.623791205	6.006110886	0.391718784	1.17489499	0.538515012	0.866603329	0.3897783	0.593862542	0.376638854	0.44050783	0.463991725	0.335259615	0.472412165	0.275012926	0.703418197	0.493612842	2.605667798	0.230607727	0.472581064	21.62743621	0.267503213	0.876014521	0.646039439
X11_14S_N_C_2	8	2.05	0.094	0.916	6.25	5.27	22.45380967	191.95	151.16	343.11	8	5.10352825	6.730189356	1.626661105	2.7825	1.754166667	4.536666667	0.716468122	0.578342565	0.589116256	0.843325096	0.529457357	0.526555609	0.479664111	0.498952892	1.578786285	0.653978684	0.549544146	1.019282821	0.695032291	0.413124404	0.593520402	0.964075213	0.403524269	0.641623833	0.451322092	0.840128523	0.722068321	0.312027141	0.980029756	1.166997982	0.681598757	0.857675775	0.350556201	0.28703597	0.22056635	2.561323298	0.46496602	0.56998669	0.480075891	0.329613301	0.574655338	5.152454138	0.357576654	1.148621834	0.458600476	0.749072263	0.305089871	0.43498971	0.739970716	0.351971448	0.374880495	0.365641588	0.315050674	0.343915668	0.675375917	0.442002171	2.078061813	0.121924634	0.419135215	11.51081114	0.218306483	0.980630387	0.741760619	0.930217579	0.773218864	0.773937043	1.154301226	0.794186036	0.651720467	0.60624214	0.703559474	2.136004973	0.800391822	0.676974673	1.349050792	0.931718963	0.560939557	0.829324454	1.185812513	0.588472892	0.868079304	0.601762789	1.064162796	0.928373556	0.468040712	1.289512837	1.469553014	0.912649183	0.957737948	0.604407244	0.574071941	0.26467962	3.628541338	0.664237172	0.726147427	0.619334547	0.407169371	0.656748958	5.152454138	0.408659033	1.370935737	0.647435966	0.96309291	0.488143794	0.63969075	0.822189685	0.527957172	0.535543564	0.365641588	0.472576011	0.343915668	0.844219896	0.612003006	2.078061813	0.243849267	0.523919018	13.81297337	0.327459725	0.980630387	0.741760619
X11_17N_N_N_2	27.72	1.7	0.08	0.71	6.02	6.03	18.04870407	178	76	254	7	4.938894781	7.856650397	2.917755617	1.353333333	1.798333333	3.151666667	0.738640156	0.601109899	0.613008525	0.871542162	0.56000881	0.5423341	0.497408356	0.527742108	1.562897007	0.670074444	0.578096123	1.055730656	0.721958039	0.42578999	0.614475381	0.939424249	0.397896941	0.649125788	0.502441296	0.855698978	0.727582481	0.344177336	0.924185753	1.231484214	0.697372117	0.881921883	0.357966192	0.294376154	0.179590332	2.673656727	0.473017341	0.599837171	0.480105534	0.3280475	0.603101092	5.518349724	0.362247616	1.193712838	0.468849995	0.8041267	0.318428057	0.442856066	0.431207494	0.384212807	0.387483459	0.351170782	0.325134634	0.37333262	0.720363887	0.463567932	2.085276772	0.258710711	0.428570735	10.32262407	0.273502555	1.085953429	0.771802263	0.986626455	0.830747389	0.821431423	1.14292056	0.870013687	0.74447681	0.656002325	0.733598958	1.997035065	0.863027818	0.755971853	1.461780908	1.005874122	0.617812927	0.858604789	1.191228687	0.63301786	0.878229007	0.643124859	1.048921327	1.091373722	0.516266005	1.216033885	1.5507579	0.966533286	1.027630715	0.577364826	0.588752309	0.269385499	4.132014942	0.675739058	0.808476187	0.654337382	0.510296111	0.80413479	7.725689614	0.482996822	1.380230469	0.661905875	1.033877186	0.509484892	0.65125892	0.539009367	0.523926555	0.553547798	0.401338037	0.450186416	0.37333262	0.900454858	0.641863291	2.383173453	0.258710711	0.535713419	15.48393611	0.410253832	1.085953429	0.771802263
X11_17S_N_C_2	29.19	2.39	0.126	1.297	6.07	5.73	18.7725628	226.87	71.52	298.39	6	5.940577219	10.14880665	4.208229433	1.828333333	1.6775	3.505833333	0.72540754	0.577832789	0.582795517	0.83004644	0.550221669	0.529430039	0.494194283	0.514239438	1.642839554	0.665837767	0.566402468	1.048662819	0.703444248	0.423639908	0.605505649	0.946405664	0.38028186	0.639449424	0.460687956	0.85564112	0.741951746	0.29218479	0.969428173	1.188186665	0.6753875	0.858734801	0.352538609	0.29712441	0.229169682	2.687306075	0.458731409	0.587258675	0.481058006	0.335885523	0.605014647	5.729558774	0.35652874	1.22535309	0.429537513	0.750660354	0.287602645	0.432384489	0.398510348	0.387241576	0.360688756	0.361693495	0.303617795	0.375226877	0.686615372	0.445986939	2.23607801	0.146071129	0.477537288	9.960343474	0.223984766	1.095755905	0.703054571	0.942648677	0.772537316	0.773213854	1.136126065	0.825332503	0.660693685	0.63340394	0.719935213	2.222665279	0.810871736	0.697742171	1.387936084	0.948120508	0.575217489	0.846071407	1.164078967	0.578689787	0.865137456	0.614250608	1.102181782	0.953937959	0.438277185	1.275563385	1.49623506	0.919924353	0.958920528	0.607825188	0.551802475	0.275003619	3.807016939	0.655330584	0.748151463	0.620601549	0.414917411	0.69144531	5.729558774	0.407461417	1.462518204	0.64430627	0.96513474	0.460164232	0.635859542	0.442789276	0.580862363	0.515269652	0.361693495	0.455426693	0.375226877	0.858269215	0.617520377	2.23607801	0.292142258	0.59692161	11.95241217	0.33597715	1.095755905	0.703054571
X11_19N_N_N_1	56.1	3.47	0.15	1.524	6.08	6.77	18.21092162	163	78	241	7	3.696627521	5.536897509	1.840269989	1.895	1.518333333	3.413333333	0.732674583	0.591245496	0.60050326	0.85567154	0.546389897	0.530386707	0.487465117	0.528288194	1.56408332	0.66588086	0.550636766	1.062779652	0.699018747	0.423994034	0.608490506	0.982996165	0.410756087	0.661286738	0.489601329	0.854381562	0.730958354	0.294411828	1.012669713	1.186628142	0.666032733	0.860297596	0.365761835	0.294700438	0.191455805	2.591718492	0.437024156	0.577934234	0.486965176	0.326590694	0.567491682	5.700915567	0.384375166	1.138894306	0.435263369	0.786667182	0.301128953	0.480605398	0.385194364	0.365571675	0.363036488	0.336124828	0.320056319	0.356954207	0.696280714	0.450723145	2.312091638	0.218414119	0.434929082	11.1649983	0.275066473	1.1040677	0.806404003	0.91831848	0.742073429	0.773725354	1.102306278	0.766708404	0.667403272	0.599450347	0.694929437	2.248369772	0.787532171	0.688295958	1.406620127	0.917230948	0.55531962	0.79845074	1.173869207	0.599019293	0.950599686	0.602586251	1.047306431	1.096437531	0.441617743	1.265837141	1.415626556	0.923097999	0.960665649	0.571502867	0.510814093	0.229746966	3.147086741	0.624320223	0.73627238	0.614157573	0.428650286	0.648561923	6.651068161	0.439285903	1.316846542	0.652895053	0.944000619	0.481806325	0.632375523	0.481492955	0.49850683	0.605060814	0.38414266	0.480084478	0.356954207	0.870350893	0.579501186	2.312091638	0.218414119	0.543661353	13.39799796	0.41259971	1.1040677	0.806404003
X11_19S_N_C_1	50.85	3.25	0.111	1.156	5.95	5.25	20.06438752	202.03	47.2	249.23	4	4.469857337	7.565253976	3.09539664	2.570833333	1.471111111	4.041944444	0.773025933	0.614768376	0.637017568	0.893502498	0.592474093	0.563519051	0.506586321	0.558680198	1.654719958	0.701901478	0.591446591	1.119495601	0.743806642	0.434838547	0.649399285	1.016287144	0.439731526	0.701108045	0.492500891	0.895645219	0.790996562	0.349017759	1.062732318	1.272170531	0.730899961	0.882240253	0.393875267	0.309598983	0.206180511	2.880321503	0.488623932	0.628014936	0.51508853	0.332118954	0.609893904	5.668774458	0.408691731	1.234585653	0.506674371	0.822087446	0.362829115	0.479521622	0.410356013	0.384085164	0.414633502	0.354781683	0.3436715	0.476817779	0.755165634	0.450890952	2.455524782	0.276204675	0.504030411	11.22610635	0.251893615	1.083234471	0.799666226	0.917736388	0.727081829	0.742263948	1.075148611	0.758018324	0.680731013	0.598692924	0.688687539	2.003082054	0.788437276	0.688670688	1.380200057	0.89982462	0.545390719	0.780789372	1.157438137	0.549664407	0.806274251	0.54344926	1.080460899	0.949195874	0.41882131	1.328415398	1.395283808	0.902204639	0.961139788	0.547048982	0.473504326	0.247416613	3.26436437	0.610779915	0.721054186	0.588175415	0.41026459	0.697021604	6.613570201	0.467076264	1.343519681	0.640009732	0.986504935	0.483772153	0.599402028	0.512945016	0.480106454	0.518291878	0.354781683	0.475852846	0.476817779	0.839072926	0.541069143	2.455524782	0.276204675	0.504030411	13.47132762	0.377840422	1.083234471	0.799666226
X11_23N_N_N_1	16.95	2.27	0.078	0.724	6.17	6.17	18.59819869	161	77	238	5	3.671418795	6.113634974	2.442216179	1.560833333	1.964166667	3.525	0.745076998	0.618178034	0.616240343	0.852190488	0.57912414	0.547425936	0.493932956	0.542422008	1.542323426	0.691384832	0.582247433	1.04353966	0.732109038	0.417803867	0.619272911	0.942445502	0.423610072	0.654633901	0.489783439	0.870148885	0.745594594	0.292274121	0.988818173	1.217904633	0.707239579	0.891809748	0.366519664	0.315220764	0.203555574	2.598745577	0.476450224	0.603016719	0.493818338	0.328281246	0.595190919	5.431525054	0.374078042	1.166359779	0.466093197	0.826377785	0.295262138	0.470494953	0.395082114	0.38835228	0.370135648	0.359158122	0.321919361	0.390229814	0.720393153	0.47599073	2.097286035	0.219562464	0.455121577	11.97181957	0.288228347	0.957007875	0.74604057	0.937823803	0.775876512	0.794001981	1.091401853	0.825963937	0.683151375	0.59930532	0.694867408	2.217089925	0.809907947	0.727809292	1.381155432	0.945640841	0.547212144	0.818834003	1.114623046	0.617764689	0.885681161	0.602810387	1.049703416	1.032361745	0.438411182	1.236022716	1.452938861	0.980209241	1.004222741	0.591160748	0.512233741	0.244266688	3.15561963	0.680643177	0.768226779	0.62280074	0.44476814	0.680218193	6.33677923	0.427517762	1.348603495	0.699139796	0.991653342	0.472419421	0.619072306	0.493852643	0.48544035	0.616892747	0.410466425	0.482879041	0.390229814	0.900491441	0.611988081	2.097286035	0.219562464	0.568901971	14.36618349	0.432342521	0.957007875	0.74604057
X11_23S_N_C_1	47.04	3.17	0.151	1.609	6.02	5.43	18.6129656	152.97	87.45	240.42	4	5.040891375	7.496801717	2.455910341	1.895833333	1.234166667	3.13	0.782222299	0.64237179	0.656112366	0.907019127	0.595852338	0.574896917	0.534349851	0.559665692	1.787527276	0.732632525	0.612596327	1.140648152	0.7666578	0.446997037	0.67269702	1.020258864	0.462205845	0.715322833	0.500260414	0.954091554	0.855157441	0.375347425	1.082205591	1.278286279	0.734278025	0.918309511	0.389576209	0.310107688	0.20443794	2.877442017	0.511712846	0.648258561	0.528734558	0.379681005	0.620998846	5.890792273	0.372335984	1.22308169	0.513004111	0.848763536	0.296632685	0.481750037	0.458500087	0.401780839	0.393492543	0.408281848	0.359451305	0.348145734	0.759875365	0.46769053	2.515975123	0.23771849	0.469242789	12.29313568	0.254320607	1.07225956	0.726947056	0.911875798	0.759728174	0.745076754	1.073714534	0.762340491	0.683538854	0.62340816	0.672972243	2.163848807	0.815509507	0.723203997	1.350767548	0.922966672	0.555929088	0.795845216	1.140834912	0.55783464	0.802557324	0.552011491	1.13298372	1.026188929	0.450416909	1.28833999	1.448724449	0.906374438	0.968924996	0.526454336	0.474282346	0.245325528	3.261100953	0.639641057	0.735220075	0.587869344	0.455617206	0.709712966	6.872590986	0.425526839	1.331000663	0.586290413	1.018516243	0.474612296	0.602187547	0.573125108	0.502226049	0.562132204	0.408281848	0.497701807	0.348145734	0.844305961	0.601316396	2.515975123	0.23771849	0.469242789	14.75176281	0.381480911	1.07225956	0.726947056
X11_24N_N_C_0	66.8	10.44	0.22	2.382	5.74	7.92	18.02925567	195	71	266	5	4.082075005	6.451184533	2.369109527	0.7325	1.828333333	2.560833333	0.730504175	0.579249603	0.59982963	0.85799982	0.54969121	0.534231923	0.490744568	0.525281362	1.614048628	0.653158626	0.559359017	1.06161747	0.713094776	0.418399823	0.615955369	0.954317049	0.387031773	0.65299874	0.48378022	0.844741288	0.817490886	0.315080521	0.9969072	1.240911851	0.666644432	0.850968573	0.351866698	0.306724187	0.165818749	2.876292654	0.437091778	0.57081876	0.480118885	0.31879758	0.610384476	5.664381485	0.371910355	1.180047082	0.456621335	0.756403756	0.291896923	0.439532048	0.356291832	0.353769171	0.360532647	0.358892552	0.313059985	0.34827694	0.633474843	0.409840495	2.449595377	0.23663696	0.399644813	10.8002397	0.26084573	1.098088431	0.756895427	1.024639126	0.800535969	0.864270649	1.189252915	0.853984559	0.746935374	0.697777432	0.74605179	2.320194902	0.902679899	0.742898694	1.592426205	1.028183165	0.651822882	0.907261897	1.235589442	0.677305603	0.938685689	0.737188907	1.106902378	1.226236328	0.472620781	1.31172	1.622730882	0.923945792	1.055831378	0.586444497	0.569630633	0.248728124	4.074747927	0.728486296	0.829471011	0.665082717	0.47819637	0.813845968	6.608445066	0.495880473	1.408443291	0.684932002	0.972519114	0.467035077	0.646370658	0.593819721	0.589615285	0.600887746	0.410162917	0.563507974	0.34827694	0.904964062	0.670648083	2.449595377	0.23663696	0.666074688	16.20035956	0.391268595	1.098088431	0.756895427
X11_24S_N_N_0	73.65	25.03	0.158	1.617	5.63	6.95	18.67633988	154.42	76.87	231.29	4	4.443640204	8.144841611	3.701201407	1.691666667	1.484166667	3.175833333	0.716060078	0.577886586	0.580619462	0.79361565	0.528443208	0.516516031	0.476893085	0.519804478	1.534289841	0.651255991	0.552177731	1.007004979	0.697912792	0.402952298	0.594682075	0.922388747	0.395230608	0.641849276	0.437503508	0.812750679	0.772230118	0.333232064	0.96871473	1.218028251	0.661388633	0.838303282	0.35760825	0.314566922	0.1553904	2.570887916	0.435820273	0.570145084	0.47052376	0.334551704	0.610121385	5.421994661	0.362984525	1.099414962	0.424950363	0.76022461	0.394166712	0.410133549	0.319501332	0.365597224	0.345022135	0.376703044	0.38041471	0.362183777	0.688167534	0.431684662	2.222807784	0.158880824	0.458087068	9.386726409	0.232894538	0.932162561	0.781557525	0.976684886	0.772609239	0.81897903	1.107018009	0.820974269	0.684157199	0.638195158	0.72772627	2.352577756	0.809136231	0.711137987	1.438578541	0.966940628	0.602393335	0.856408448	1.157691999	0.728056383	0.89469899	0.583338011	1.046933078	1.069241702	0.499848096	1.210893413	1.562753228	0.949994582	1.021205816	0.616565948	0.511171249	0.3107808	3.361930351	0.871640546	0.757478469	0.636148124	0.501827556	0.813495179	6.325660438	0.414839457	1.27119855	0.637425544	0.977431641	0.630666738	0.683555915	0.456430474	0.49854167	0.575036892	0.376703044	0.622496798	0.362183777	0.860209417	0.597717225	2.222807784	0.317761648	0.572608835	18.77345282	0.349341807	0.932162561	0.781557525
X11_3N_N_N_1	14.91	1.89	0.074	0.541	6.03	7.15	18.09830804	215	68	283	7	3.406908115	5.22095156	1.814043445	0.95	1.335	2.285	0.722660265	0.588996066	0.588044822	0.840152157	0.534456562	0.525481466	0.481353256	0.52775899	1.425222549	0.665277048	0.555575815	1.015697457	0.692839162	0.420949205	0.592359631	0.938830497	0.390470185	0.658688282	0.472669916	0.816125733	0.716081396	0.312561435	0.993278445	1.163888969	0.667568187	0.846949059	0.35252457	0.312584724	0.178961665	2.428252595	0.436931829	0.579014447	0.483432849	0.323843224	0.586480532	5.40609707	0.356060844	1.138603454	0.430079506	0.785124167	0.267970775	0.452716101	0.348926152	0.391398916	0.367414798	0.339866545	0.321197207	0.348180163	0.637507969	0.457468793	2.022883206	0.224487786	0.426631467	12.68158792	0.238360881	0.964758684	0.796002691	0.916604986	0.75465121	0.757673135	1.095198348	0.774962015	0.666787406	0.591934409	0.689605081	2.048757414	0.786818047	0.694469768	1.385041987	0.894917251	0.546495459	0.795454361	1.154761512	0.59419376	0.891166499	0.605017492	1.000412189	0.991497317	0.468842153	1.241598056	1.388499121	0.941747978	0.945759783	0.550819641	0.541813521	0.214753998	2.948592436	0.624188327	0.747893661	0.605186307	0.438755336	0.670263465	6.307113248	0.406926679	1.316510244	0.645119259	0.942149	0.42875324	0.59567908	0.43615769	0.489248645	0.612357997	0.388418908	0.481795811	0.348180163	0.91072567	0.588174162	2.022883206	0.224487786	0.533289334	15.2179055	0.357541322	0.964758684	0.796002691
X11_3S_N_C_1	22.84	2.41	0.074	0.585	5.99	6.23	17.98159385	97.02	118.09	215.11	6	3.670019857	6.80026483	3.130244973	2.486666667	1.325	3.811666667	0.773000971	0.621684983	0.636036523	0.894357833	0.579305301	0.559704379	0.521993413	0.557874918	1.593796943	0.706699862	0.598105231	1.098059851	0.746466215	0.434787407	0.650391952	1.004145568	0.444984693	0.74242703	0.500058889	0.900537129	0.809975438	0.349757876	1.056368642	1.23547086	0.713110522	0.906866743	0.394444661	0.314887935	0.208727116	2.616388333	0.484488841	0.632306272	0.520704223	0.364410554	0.634166493	5.635750314	0.39904654	1.205187988	0.510663274	0.817163224	0.308902367	0.485486001	0.444644366	0.403420186	0.407984387	0.377515931	0.364172368	0.469753762	0.77414319	0.488488897	2.576036043	0.195149629	0.511265565	11.59058342	0.234480985	1.067873559	0.818360307	0.911146498	0.757101514	0.734731845	1.094214332	0.752232256	0.66027626	0.625018429	0.687694867	1.929333141	0.779588188	0.687012765	1.335478198	0.907468732	0.540744002	0.776564987	1.154298176	0.556230866	0.853791084	0.571495873	1.069387841	0.971970525	0.419709451	1.257581717	1.355032556	0.894217956	0.964445583	0.519006133	0.481593312	0.250472539	2.965240111	0.605611051	0.717127845	0.578940879	0.437292665	0.724761707	6.575042033	0.456053188	1.351271381	0.58361517	0.980595869	0.411869823	0.63879737	0.555805457	0.504275232	0.509980484	0.377515931	0.504238664	0.469753762	0.967678988	0.628057153	2.576036043	0.195149629	0.511265565	13.90870011	0.351721477	1.067873559	0.818360307
X11_6N_N_N_1	61.7	3.73	0.102	0.82	5.66	6.88	18.27392987	181	68	249	5	3.419686577	4.971760056	1.552073478	1.927222222	0.828055556	2.755277778	0.641293521	0.518553934	0.522491409	0.785764647	0.459460881	0.431888729	0.402907644	0.44612747	1.551247955	0.583704155	0.464426625	0.961758228	0.617245961	0.337799314	0.540189961	0.850718198	0.320205925	0.534667932	0.407663468	0.736350731	0.698222695	0.277233407	0.863118477	1.046097486	0.5806264	0.727052873	0.315986665	0.270014622	0.128299984	2.848865074	0.356791197	0.496125501	0.391535266	0.276064102	0.556357994	4.934274705	0.320073276	1.008351372	0.36924235	0.67118579	0.237725093	0.322663698	0.271490898	0.284876945	0.245692659	0.304504584	0.29789101	0.322370471	0.555911533	0.353964475	2.247604421	0.131163654	0.349680296	14.1244692	0.212239128	0.897171772	0.558360982	0.896964736	0.708690376	0.777931653	1.103092677	0.726783575	0.598304569	0.564070701	0.629071829	2.548478782	0.759741916	0.657937719	1.396100653	0.895187124	0.494993054	0.795664415	1.125143424	0.589853019	0.768585152	0.543551291	0.917420583	0.966769886	0.41585011	1.198775663	1.42269258	0.899401679	0.869866831	0.526644441	0.43877376	0.256599968	4.402791478	0.713582393	0.720932369	0.537963089	0.414096152	0.635837708	5.756653823	0.512117241	1.165906274	0.553863526	0.862953159	0.380360148	0.504162028	0.38784414	0.427315418	0.409487765	0.348005239	0.446836515	0.322370471	0.694889417	0.579214595	2.568690766	0.262327308	0.43710037	21.18670379	0.318358693	0.897171772	0.558360982
X11_6S_N_C_1	44.59	3.01	0.13	1.181	5.75	5.5	19.00138719	177.21	77.59	254.8	5	3.87632476	7.505338533	3.629013773	1.726666667	0.926388889	2.653055556	0.772797343	0.638669768	0.636922507	0.897034312	0.570800909	0.564999964	0.510108228	0.56014915	1.433760338	0.726416253	0.615932723	1.063758359	0.735188701	0.432757781	0.630029754	0.983821477	0.412213852	0.728715123	0.527578155	0.845861828	0.815619171	0.347251808	1.024028482	1.238539388	0.733759418	0.91674525	0.422412293	0.3264981	0.206178576	2.604458093	0.452156714	0.626199671	0.534860694	0.362918472	0.628879485	5.639216403	0.373185219	1.209027022	0.480001831	0.828532417	0.283018203	0.468812393	0.375434086	0.396859667	0.382451391	0.39536293	0.349040696	0.418826068	0.701527198	0.483793458	1.983959569	0.182881279	0.52864318	11.858343	0.247072166	1.028760731	0.893173663	0.924118661	0.755349821	0.755288637	1.073500079	0.763995063	0.666523395	0.618931317	0.699294481	1.73560462	0.808590037	0.70749029	1.311482908	0.907098496	0.552139238	0.755743347	1.100091288	0.515267315	0.838022391	0.602946463	1.00446092	0.978743005	0.416702169	1.219081527	1.403677973	0.934951517	0.967274516	0.570827423	0.499350035	0.247414291	3.162556256	0.645938163	0.746622685	0.606654075	0.448311054	0.718719411	6.579085803	0.426497393	1.315705877	0.576002197	0.9942389	0.377357605	0.616858412	0.536334409	0.541172274	0.478064239	0.39536293	0.483287118	0.418826068	0.779474665	0.58055215	1.983959569	0.182881279	0.52864318	17.78751451	0.37060825	1.028760731	0.893173663
X11_8N_N_N_0	86.2	8.88	0.194	2.079	5.71	8.2	19.28745411	181	66	247	4	4.08299141	6.303931554	2.220940144	1.311666667	1.135833333	2.4475	0.600335399	0.474453124	0.492772436	0.738631289	0.44817622	0.426132759	0.375925544	0.410787809	1.487122933	0.537680077	0.46262584	0.909567866	0.578956498	0.330171599	0.512352908	0.776518733	0.329553082	0.526838766	0.378858825	0.683965765	0.677577158	0.244859144	0.739529509	1.031897138	0.563837935	0.680820815	0.276627034	0.255104937	0.136647653	2.592291276	0.329659462	0.460360487	0.367791682	0.237985725	0.487134723	5.373167558	0.269072608	1.059607437	0.356036519	0.602349402	0.240351175	0.325403451	0.284125819	0.285355416	0.232918199	0.275746295	0.294678197	0.300652344	0.51626387	0.34597777	2.22053317	0.163964227	0.317626659	13.05183248	0.174119481	0.970845361	0.708959615	0.873429149	0.678578305	0.741927038	1.057256551	0.708933294	0.63708957	0.570153742	0.629018832	2.280255164	0.792031731	0.62417772	1.436159789	0.880866329	0.536982381	0.793073214	1.049580266	0.607071466	0.78176075	0.638078021	0.94511633	1.016365738	0.367288716	1.232549181	1.432020517	0.856599939	0.90326722	0.493976847	0.473766311	0.234253119	4.006268335	0.659318923	0.690540731	0.535834434	0.384438479	0.649512964	6.268695484	0.358763477	1.264692748	0.534054778	0.834022249	0.384561879	0.677923857	0.710314548	0.47559236	0.465836397	0.315138623	0.589356393	0.300652344	0.860439783	0.566145442	2.22053317	0.327928454	0.529377766	26.10366496	0.261179222	0.970845361	0.708959615
X11_8S_N_C_0	35.29	2.38	0.099	0.883	5.95	7.1	19.45587956	177.54	54.07	231.61	6	3.61134984	6.065621888	2.454272048	1.883333333	1.505	3.388333333	0.586568343	0.468052519	0.48280877	0.727648324	0.428827599	0.417427837	0.375827665	0.400592201	1.503207047	0.536754434	0.457440202	0.873344676	0.574521648	0.317365018	0.505668214	0.783348094	0.326619741	0.526094201	0.353472761	0.69027636	0.64592075	0.259026791	0.767411889	0.984606424	0.559402087	0.667801603	0.275848299	0.237615072	0.136690622	2.470402902	0.319633121	0.449893846	0.362871434	0.253535001	0.52069572	4.92601473	0.264680681	0.978789761	0.368539393	0.602248672	0.218236708	0.332538458	0.437879051	0.271774421	0.256643466	0.258495706	0.235800044	0.27222651	0.570771035	0.367590438	1.954806353	0.111809493	0.357827683	13.73701034	0.163899189	0.921270914	0.703018295	0.878372777	0.677299528	0.718848613	1.098999882	0.690888909	0.630316034	0.551618024	0.618236782	2.304917473	0.750236311	0.627135761	1.332220692	0.863523447	0.539885318	0.799481549	1.094906995	0.672452408	0.83449425	0.595322546	0.920368481	1.056961226	0.388540186	0.959264861	1.366392588	0.866524801	0.903893079	0.475600516	0.475230144	0.273381245	3.499737445	0.639266242	0.643694272	0.552479931	0.39438778	0.69426096	5.747017186	0.352907575	1.248800729	0.552809089	0.774319721	0.436473416	0.692788454	0.729798419	0.452957368	0.427739109	0.295423664	0.471600088	0.27222651	0.713463794	0.551385657	2.234064403	0.223618985	0.447284604	27.47402067	0.245848784	0.921270914	0.703018295
