sample_name	NO3	NH4	TN	TC	pH	moisture	temperature_annual	FlC3	FlC4	FlTotl	plant_richness	ER_annualmean	GPP_annualmean	NEE_annualmean	Autotrophic	Heterotrophic	total_soil_respiration	amyA_fill	endoglucanase_fill	xyla_fill	ara_fill	rgl_fill	AceA_fill	cda_fill	xylanase_fill	tannase_Cdeg_fill	AceB_fill	pula_fill	mannanase_fill	acetylglucosaminidase_fill	phenol_oxidase_fill	chitinase_fill	vana_fill	vdh_fill	limeh_fill	glx_fill	pectinase (pectate_lyase)_fill	phospholipase_A2_fungi_fill	AceA_fungi_fill	mnp_fill	pme_fill	glucoamylase_fill	cutinase_fill	exoglucanase_fill	nplT_fill	alpha_galactosidase_fungi_fill	phospholipase_D_fungi_fill	chitin_deacetylase_fungi_fill	RgaE_fill	cellobiase_fill	pec_Cdeg_fill	inulinase_fill	camdcab_fill	AceB_fungi_fill	cdh_fill	axe_fill	pme_Cdeg_fill	ligninase_fill	metalloprotease_fungi_fill	lactase_fungi_fill	rgh_fill	Pg_Oomycetes_fill	pectin_lyase_Oomycetes_fill	phospholipase_C_fungi_fill	xylose_isomerase_Oomycetes_fill	endopolygalacturonase_fungi_fill	exopolygalacturonase_fungi_fill	pectate_lyase_Oomycetes_fill	apu_fill	lmo_fill	pel_Cdeg_fill	isopullulanase_fill	cellulase_GH7_Parabasalia_fill	amyx_fill	amyA	endoglucanase	xyla	ara	rgl	AceA	cda	xylanase	tannase_Cdeg	AceB	pula	mannanase	acetylglucosaminidase	phenol_oxidase	chitinase	vana	vdh	limeh	glx	pectinase (pectate_lyase)	phospholipase_A2_fungi	AceA_fungi	mnp	pme	glucoamylase	cutinase	exoglucanase	nplT	alpha_galactosidase_fungi	phospholipase_D_fungi	chitin_deacetylase_fungi	RgaE	cellobiase	pec_Cdeg	inulinase	camdcab	AceB_fungi	cdh	axe	pme_Cdeg	ligninase	metalloprotease_fungi	lactase_fungi	rgh	Pg_Oomycetes	pectin_lyase_Oomycetes	phospholipase_C_fungi	xylose_isomerase_Oomycetes	endopolygalacturonase_fungi	exopolygalacturonase_fungi	pectate_lyase_Oomycetes	apu	lmo	pel_Cdeg	isopullulanase	cellulase_GH7_Parabasalia	amyx
X11_18N_H_N_0	20.92	2.95	0.118	1.157	6.03	8.83	21.29560929	151	77	228	3	3.060343593	4.837797812	1.77745422	1.940833333	1.355833333	3.296666667	0.727696554	0.597071818	0.596352411	0.850431745	0.534977547	0.522100625	0.486414834	0.524155249	1.560930417	0.677101504	0.553739059	1.034654275	0.705812562	0.405127024	0.599163194	0.941362026	0.419609874	0.645904702	0.466946377	0.846656783	0.816185384	0.319572614	0.998850919	1.198155517	0.6886449	0.858832766	0.354639842	0.298557586	0.199759082	2.619242705	0.455042695	0.573573199	0.479521834	0.300490769	0.61909023	5.343373625	0.398483711	1.164070633	0.437396342	0.767254593	0.289223078	0.430529352	0.376900397	0.356394447	0.3561514	0.317194749	0.353696227	0.351322621	0.686141664	0.431386015	2.177800223	0.196556299	0.458396133	11.55565766	0.240005713	0.993341068	0.816017477	0.929347406	0.764998267	0.807184071	1.10203877	0.816544677	0.646206511	0.606352738	0.671466855	1.994522199	0.793176047	0.692173824	1.3898341	0.93107189	0.545079997	0.792243917	1.1815054	0.667561163	0.848903323	0.62259517	1.037837347	1.049381208	0.479358921	1.248563648	1.380925003	0.954437668	0.951104055	0.554124753	0.485156078	0.299638623	3.425163537	0.568803369	0.740865382	0.609317217	0.435193527	0.61909023	6.233935896	0.455409955	1.345956669	0.583195123	1.062352514	0.462756925	0.597957433	0.538429138	0.485992427	0.593585666	0.422926332	0.489733238	0.351322621	0.85767708	0.597303712	2.177800223	0.196556299	0.458396133	17.33348649	0.360008569	0.993341068	0.816017477
X11_18S_H_C_0	115.9	6.99	0.16	1.555	5.75	8.17	22.63083612	195.02	48.11	243.13	6	3.97735345	7.240128149	3.262774699	1.579166667	1.984166667	3.563333333	0.726015069	0.603418967	0.612196942	0.817706735	0.525300869	0.512789331	0.471181742	0.528882989	1.481517766	0.664412852	0.568295369	0.976689777	0.708018076	0.40497752	0.590504628	0.929924235	0.359932788	0.664974203	0.471098462	0.81512061	0.7773687	0.282053357	0.93010581	1.164980429	0.688064251	0.843765308	0.377498456	0.303958	0.214150346	2.589081328	0.466695697	0.579539741	0.489467073	0.315572998	0.683927081	5.146196923	0.335000248	1.121690963	0.435212847	0.720269428	0.325619364	0.441795012	0.347213697	0.354236805	0.37847348	0.339323523	0.290776417	0.34870201	0.67363419	0.438898195	1.904845938	0.24864866	0.470162809	9.905685818	0.24951861	1.11394848	0.733518025	0.980351558	0.815610252	0.845715363	1.105418365	0.816092422	0.7039199	0.669961539	0.719868512	2.00440639	0.842502895	0.710369212	1.417775483	0.997661835	0.576314163	0.836413405	1.216815755	0.629882379	0.899670981	0.655441339	1.015560105	0.999474043	0.423080035	1.162632263	1.44033944	0.937190963	0.983170011	0.589841338	0.526860534	0.321225519	4.001307507	0.666708139	0.792605823	0.636307195	0.441802197	0.683927081	6.00389641	0.446666997	1.296955176	0.652819271	0.926060693	0.520990982	0.649698548	0.434017121	0.531355208	0.630789133	0.387798312	0.475815955	0.34870201	0.842042737	0.526677833	2.176966786	0.24864866	0.470162809	14.85852873	0.374277915	1.11394848	0.733518025
X11_1N_H_N_1	47.18	5.53	0.111	1.052	6.08	6.85	21.81509609	135	228	363	5	2.768756665	6.008793858	3.240037193	0.629166667	1.3275	1.956666667	0.694980528	0.551828138	0.570186733	0.818233499	0.484635941	0.487851862	0.450385765	0.500879338	1.437811392	0.623471321	0.513701789	1.040147696	0.66618547	0.381244435	0.577249504	0.895609061	0.346703191	0.622696007	0.42918779	0.762709771	0.767402354	0.270806158	0.885307614	1.140587739	0.640261871	0.774883137	0.346488298	0.262723111	0.154728529	2.826282622	0.405372876	0.549141027	0.432596704	0.297991408	0.601063977	5.397874776	0.354668043	1.119545487	0.399028467	0.696943929	0.23540439	0.408563828	0.335411156	0.304987601	0.30689782	0.347220585	0.275549304	0.290808444	0.631168695	0.438026398	2.124724531	0.178069389	0.422520026	11.80665679	0.205536803	0.987563301	0.791075449	0.910283411	0.714472221	0.749068846	1.092641075	0.752916551	0.61388026	0.630540071	0.658874834	1.945274236	0.751833063	0.682260188	1.462707697	0.883497307	0.53230355	0.773155424	1.135669221	0.577838651	0.895125511	0.549360372	0.950261354	1.062557105	0.406209237	1.164878439	1.410181204	0.872080824	0.910827547	0.509541614	0.487914349	0.265248907	3.695908044	0.579104108	0.729573078	0.575660181	0.431573764	0.601063977	5.397874776	0.405334907	1.336231711	0.598542701	0.896070766	0.470808781	0.567449761	0.479158795	0.508312668	0.511496367	0.46296078	0.495988748	0.290808444	0.901669564	0.525631678	2.124724531	0.178069389	0.422520026	17.70998518	0.308305205	0.987563301	0.791075449
X11_1S_H_C_1	47.46	4.36	0.118	1.127	5.98	5.67	20.6537272	111.56	290.19	401.75	4	4.103897952	5.45892547	1.355027518	0.565833333	2.865	3.430833333	0.665406188	0.542280227	0.544800197	0.805302993	0.48718929	0.464398697	0.424814063	0.467828778	1.668971939	0.595564654	0.512600215	0.983071448	0.648702248	0.356080926	0.556102314	0.869802299	0.345133995	0.586072605	0.414801712	0.755214773	0.738384154	0.288397189	0.855544587	1.135288199	0.611484031	0.764422955	0.326090874	0.25197009	0.12278285	2.716929452	0.396805396	0.519731491	0.426691727	0.283631895	0.586842915	5.463985143	0.32324474	1.074119582	0.39597893	0.685132563	0.235224756	0.344296949	0.323520253	0.307266659	0.289796966	0.29982579	0.360966285	0.269070051	0.615940893	0.402492942	2.137040134	0.105575975	0.360673257	12.79224184	0.211269986	0.967007614	0.725040087	0.882451102	0.717209332	0.752610581	1.102258471	0.756883362	0.643341315	0.568501173	0.641219863	2.258020859	0.771099499	0.622443118	1.427039199	0.908916145	0.52699977	0.781263306	1.091690641	0.575223325	0.816949692	0.55306895	0.956605379	1.022378059	0.432595784	1.18825637	1.429622176	0.878313426	0.914577464	0.525953022	0.467944452	0.2455657	3.552907745	0.661342327	0.710809245	0.55899924	0.397084653	0.586842915	6.374649333	0.430992986	1.282013694	0.559029078	0.880884723	0.470449512	0.573828248	0.404400316	0.512111098	0.482994943	0.399767721	0.541449427	0.269070051	0.769926116	0.55729792	2.137040134	0.211151949	0.450841571	19.18836276	0.31690498	0.967007614	0.725040087
X11_20N_H_N_1	70.5	8.77	0.103	0.917	5.76	6.47	21.92999782	144	77	221	3	3.88307404	5.726745829	1.843671788	1.644166667	1.470833333	3.115	0.768731999	0.62620871	0.630001144	0.866079635	0.570208273	0.555810599	0.497971315	0.574763533	1.409524591	0.686510868	0.581373089	1.073205426	0.735172393	0.434027561	0.632411208	1.001501553	0.375885553	0.682162574	0.502253072	0.865084068	0.780899131	0.286010835	1.000994562	1.222047281	0.721168162	0.876790466	0.405660571	0.29765661	0.221650952	2.564212435	0.499159241	0.620895197	0.511902843	0.339750306	0.671094733	5.792627825	0.400869244	1.217132303	0.464356354	0.793676082	0.341620405	0.498513976	0.386603073	0.369118233	0.404464744	0.34203575	0.347658277	0.305825174	0.715247102	0.458426647	2.083269348	0.240878901	0.520620313	9.773952114	0.28599954	0.94074517	0.93181595	0.996330382	0.78595583	0.811732243	1.135757126	0.870317891	0.69361488	0.6763491	0.736298382	1.907003858	0.81981395	0.726716361	1.485976743	0.96980188	0.568460877	0.827738214	1.231846911	0.626475922	0.950893285	0.642883933	1.043593479	1.081244951	0.429016253	1.317098108	1.510894821	0.982280773	1.012844159	0.614637229	0.515938124	0.295534602	3.353200877	0.71308463	0.801989629	0.665473696	0.460306866	0.671094733	5.792627825	0.458136279	1.407309226	0.655561911	0.952411298	0.68324081	0.692380523	0.552290104	0.615197056	0.674107907	0.390898	0.521487415	0.305825174	1.021781574	0.550111977	2.083269348	0.240878901	0.520620313	14.66092817	0.42899931	0.94074517	0.93181595
X11_20S_H_C_1	109.5	11.59	0.185	1.943	5.63	6.23	21.92999782	198.8	182.24	381.04	8	4.468687141	6.801977241	2.3332901	1.096666667	1.9475	3.044166667	0.769369815	0.62998579	0.650037646	0.883255374	0.553735222	0.548893602	0.510653496	0.558831817	1.62797949	0.701742382	0.59214918	1.082607503	0.742232746	0.424663133	0.652787268	0.966879587	0.425149124	0.699055566	0.514697104	0.857929268	0.835899037	0.320480006	0.980176715	1.249753197	0.703257352	0.890115936	0.386356845	0.314743776	0.182705482	2.825551236	0.445851371	0.612229456	0.509090479	0.313562134	0.736801826	5.727963831	0.377820014	1.246181825	0.458004402	0.762814889	0.317735405	0.43500303	0.401077067	0.381696813	0.360422581	0.40525911	0.335637534	0.375256323	0.731630372	0.485042145	2.587919122	0.136182319	0.450638174	9.737562128	0.245838345	1.132838593	0.886499704	0.995418313	0.815665813	0.871050445	1.179469067	0.86026722	0.72704328	0.673470552	0.715889125	2.080196016	0.889838278	0.740186475	1.476282959	1.011394072	0.592925883	0.878882858	1.213532543	0.646966059	0.918758744	0.686262806	1.086710406	1.157398667	0.480720009	1.289706204	1.545149408	0.992095193	1.046276627	0.585389159	0.584524156	0.274058223	3.694951616	0.63693053	0.825178833	0.642061873	0.454124469	0.736801826	6.68262447	0.503760018	1.487378307	0.687006603	0.980762001	0.423647207	0.604170875	0.501346334	0.636161356	0.600704302	0.40525911	0.503456301	0.375256323	0.812922635	0.582050574	2.587919122	0.272364637	0.563297717	11.68507455	0.368757518	1.132838593	0.886499704
X11_21N_H_N_2	33.65	3.61	0.173	1.85	5.96	7.97	22.21212469	143	218	360	3	3.71136796	5.840653156	2.129285196	1.134166667	1.883333333	3.0175	0.777210026	0.612697618	0.631427529	0.892128051	0.585478184	0.555810356	0.528624905	0.550719325	1.627375235	0.704557546	0.596133666	1.050216544	0.74523944	0.436990454	0.632514566	1.019904427	0.394421715	0.694992514	0.485039327	0.867255326	0.815847454	0.319612076	1.028441013	1.281774405	0.725386608	0.884724942	0.395313805	0.303551526	0.197377042	2.798330451	0.483346841	0.618075909	0.503432146	0.336986472	0.644500266	6.093210993	0.381484145	1.23306137	0.47452836	0.799210587	0.33477656	0.487476547	0.403496673	0.385583022	0.351155518	0.406774335	0.347841837	0.409922028	0.75462003	0.483920878	2.42503007	0.218683345	0.52875911	10.82410847	0.248346067	1.025930713	0.833432464	1.040956388	0.819150076	0.863380498	1.191317336	0.909582179	0.769975814	0.668123144	0.749590193	2.495308694	0.926851104	0.791740025	1.476867014	1.032510509	0.634064581	0.910891451	1.306752547	0.726566318	0.940283989	0.739107546	1.080514832	1.048946727	0.479418114	1.285551267	1.67616653	1.02331325	1.039939844	0.598960311	0.526155979	0.296065564	3.964301472	0.604183551	0.809592388	0.664687756	0.442294745	0.736571733	7.108746159	0.43598188	1.425727209	0.71179254	1.106599275	0.535642496	0.67705076	0.504370841	0.52579503	0.702311035	0.406774335	0.521762756	0.409922028	1.078028614	0.670044293	2.42503007	0.218683345	0.52875911	16.2361627	0.3725191	1.025930713	0.833432464
X11_21S_H_C_2	42.06	2.76	0.116	1.207	5.92	8.7	22.10796414	89.12	422.5	511.62	4	4.366488795	6.550593767	2.184104972	1.605	2.005833333	3.610833333	0.73607352	0.602832038	0.608201067	0.851463498	0.550727828	0.540039483	0.480728101	0.533990594	1.523511422	0.684053725	0.555710325	1.035585704	0.728592595	0.407116168	0.617967161	0.93869591	0.397846375	0.654600589	0.479772183	0.841289037	0.784809857	0.311445388	0.935933675	1.180345827	0.706380976	0.853241906	0.359923047	0.299067502	0.189072232	2.66750997	0.462270929	0.588381176	0.486203411	0.329343757	0.661213705	5.611188885	0.369284191	1.170756521	0.474543457	0.769300809	0.329758495	0.454725214	0.378035477	0.378688506	0.390567562	0.335265753	0.328834123	0.290872564	0.704685593	0.47320071	2.048739817	0.2278853	0.43608643	11.05086566	0.264785257	1.010079317	0.723196932	0.927277677	0.764415884	0.799009245	1.071669575	0.78546428	0.679549683	0.607586906	0.684066381	2.190047669	0.793760455	0.705005636	1.412162323	0.946025987	0.537974936	0.812949167	1.110188432	0.632937416	0.836434086	0.568618884	1.014888362	0.941771829	0.373734466	1.114206756	1.433277075	0.930068284	0.968935724	0.545337951	0.51838367	0.226886679	3.23911925	0.577838661	0.739452019	0.595423018	0.406836405	0.755672806	6.546387032	0.422039075	1.397354558	0.63272461	0.923160971	0.439677994	0.59832265	0.472544346	0.516393418	0.55795366	0.383160861	0.455308786	0.290872564	0.782983992	0.567840853	2.048739817	0.2278853	0.545108037	13.26103879	0.397177886	1.010079317	0.723196932
X11_22N_H_N_2	44.04	4.99	0.228	2.678	6.09	6.47	20.89804974	172	161	333	6	4.873835501	7.541264724	2.667429223	0.503333333	2.0375	2.540833333	0.773982535	0.625959691	0.626156449	0.875620326	0.582650511	0.543463185	0.524013852	0.560385322	1.738411266	0.700184241	0.612332397	1.08584751	0.754605222	0.428610421	0.650924405	0.989020369	0.41847679	0.685548069	0.5008885	0.924312569	0.820208749	0.31131413	1.050032891	1.284574713	0.694555243	0.923331197	0.373937456	0.328431633	0.196800432	2.830301862	0.484683538	0.598805095	0.517869804	0.378958178	0.656107574	6.035340817	0.363499187	1.832066111	0.462596238	0.844509806	0.354443214	0.462281043	0.417421976	0.406305927	0.339273837	0.412684665	0.350916072	0.537952671	0.708903896	0.497385153	2.723718537	0.320531292	0.523244226	10.01959807	0.283717879	1.177032988	0.70256981	1.036633648	0.836880891	0.856173103	1.169273485	0.905189186	0.752871018	0.671623387	0.762746688	2.665563941	0.921097986	0.813253965	1.551210729	1.045486565	0.628062796	0.934799771	1.267182348	0.770878298	0.927506211	0.763258667	1.151602545	1.054554106	0.466971196	1.312541114	1.679828471	0.979819004	1.085319126	0.566571903	0.533701404	0.295200647	4.009594305	0.605854423	0.784350335	0.683749976	0.497382609	0.749837228	7.041230953	0.415427642	2.118326441	0.693894358	1.16932127	0.567109142	0.642057005	0.52177747	0.554053537	0.678547675	0.412684665	0.526374109	0.537952671	1.012719852	0.688687136	2.723718537	0.320531292	0.523244226	15.02939711	0.425576819	1.177032988	0.70256981
X11_22S_H_C_2	75.5	4.03	0.16	1.587	5.82	5.5	21.22729493	242	234.58	476.58	4	4.924264677	10.05395666	5.129691987	1.683333333	1.795	3.478333333	0.734510232	0.596117892	0.63210989	0.858186455	0.537218369	0.523965625	0.481867268	0.534413559	1.708303789	0.703502753	0.587916214	1.058391492	0.738299129	0.402850636	0.637200648	0.915506915	0.447361614	0.64945641	0.501455717	0.872739264	0.820746747	0.336217191	0.919877755	1.227762886	0.680540236	0.872798243	0.355482013	0.32498319	0.219975672	2.99727275	0.429958971	0.58463193	0.481341222	0.328995274	0.853935554	5.47996188	0.371111699	1.231504718	0.468132727	0.74231186	0.30031166	0.390799958	0.357582221	0.373472602	0.333500417	0.361953576	0.328498604	0.414142244	0.643518855	0.479683337	2.29317897	0.202654173	0.477887563	11.2909676	0.270222398	0.975472563	0.735647225	0.922957818	0.74063132	0.822356556	1.06785701	0.753838679	0.659323411	0.609026685	0.684608219	2.455686697	0.812496137	0.734895268	1.443261125	0.948695254	0.527627382	0.840389631	1.082762986	0.680767673	0.829860968	0.573092248	1.052828319	0.984896096	0.40346063	1.095092566	1.490854933	0.911231841	0.991143768	0.522767666	0.563304196	0.263970806	3.639545482	0.537448714	0.734740128	0.593771288	0.418721258	0.975926347	6.39328886	0.424127656	1.46986047	0.624176969	0.890774232	0.400415547	0.542777719	0.446977777	0.50928082	0.476429167	0.41366123	0.454844221	0.414142244	0.804398569	0.616735719	2.29317897	0.202654173	0.597359454	13.54916112	0.405333597	0.975472563	0.735647225
X11_2N_H_N_0	75.5	4.61	0.103	0.898	5.63	8.52	20.48318723	153	85	238	3	2.887955493	5.242397635	2.354442142	1.001666667	1.4175	2.419166667	0.664221654	0.552029971	0.539161065	0.808881099	0.483831624	0.475346719	0.430921853	0.474977201	1.591143924	0.607148645	0.492770776	0.967732964	0.662576129	0.357065604	0.551669931	0.866536099	0.81238032	0.572745115	0.417259714	0.759280386	0.70871331	0.258457115	0.814833871	1.122426422	0.632860706	0.753673347	0.323750216	0.286634841	0.186203868	2.618416276	0.397418321	0.514848607	0.426689142	0.246952589	0.614428178	5.5393996	0.335863026	1.052407646	0.392529442	0.651174879	0.320143931	0.424168453	0.342017268	0.318610081	0.296296486	0.283673697	0.300540965	0.31488906	0.554870183	0.390049382	2.014702084	0.241963524	0.386895294	13.06226919	0.234196677	1.096655615	0.639879571	0.889625392	0.722337089	0.79392948	1.073605822	0.779506505	0.635197828	0.560198409	0.620636876	2.152724132	0.781982025	0.644392553	1.360874481	0.912882667	0.51809519	0.77293592	1.087591226	1.292423236	0.77489045	0.556346286	0.945988677	1.063069965	0.387685672	1.07214983	1.362946369	0.909018106	0.855866343	0.522177768	0.465781617	0.319206632	3.709423057	0.567740459	0.704131184	0.567798936	0.370428884	0.702203632	6.462632867	0.447817369	1.21684634	0.554159212	0.901626755	0.51223029	0.623777137	0.427521585	0.434468293	0.493827477	0.378231596	0.450811448	0.31488906	0.693587729	0.540068374	2.014702084	0.241963524	0.386895294	19.59340379	0.351295016	1.096655615	0.639879571
X11_2S_H_C_0	78.45	22.15	0.096	0.793	5.83	7.98	23.02612052	81.31	51.88	133.19	3	3.291776475	5.577226282	2.285449806	1.5	1.586666667	3.086666667	0.639801101	0.51306214	0.512842254	0.772213802	0.464752965	0.449637778	0.398635934	0.453862386	1.620698877	0.571662289	0.491078345	0.900973982	0.631648133	0.345765888	0.533571321	0.877174335	0.335208155	0.549597293	0.385172616	0.734347613	0.634466001	0.257838584	0.886336861	1.105636697	0.625744324	0.7355633	0.315048783	0.253702164	0.161296647	2.533884144	0.42051554	0.511224665	0.396642863	0.277758368	0.537273465	5.422344375	0.308269702	1.018166807	0.393788755	0.657167041	0.257273923	0.399591345	0.331801726	0.309361318	0.314910778	0.281910604	0.277139294	0.277154529	0.641839538	0.38483327	2.285163483	0.225012885	0.395120976	13.73576477	0.226162358	0.923288133	0.729900162	0.898263798	0.701184925	0.746965892	1.056967641	0.748768666	0.640521741	0.57580746	0.63540734	2.192710246	0.764287625	0.642179374	1.351460974	0.905484029	0.527560324	0.797272755	1.172743948	0.651793634	0.842715849	0.5869297	0.930173643	0.878491386	0.515677167	1.107921076	1.392283248	0.898796393	0.872260904	0.508143199	0.471161161	0.276508538	3.916002768	0.525644425	0.731444521	0.5494479	0.388861715	0.537273465	6.326068438	0.411026269	1.255739063	0.590683133	0.844929053	0.411638277	0.624361476	0.414752157	0.464041978	0.524851297	0.322183547	0.49885073	0.277154529	0.802299422	0.494785633	2.611615409	0.225012885	0.395120976	20.60364715	0.339243537	0.923288133	0.729900162
X11_4N_H_N_2	28.34	3.99	0.104	0.91	5.72	7.4	21.69212562	158	127	285	5	3.810564845	5.38644656	1.575881715	2.1875	1.566944444	3.754444444	0.638487018	0.504592661	0.525892491	0.846098945	0.476685862	0.443845331	0.414873084	0.45316203	1.583928704	0.584922286	0.479418594	0.924817026	0.631086419	0.352042548	0.53067404	0.862255876	0.331897168	0.559549362	0.407186438	0.767490845	0.709711294	0.283139371	0.869977633	1.035783113	0.589506153	0.747586806	0.31770093	0.2874787	0.149124827	2.580723586	0.39912601	0.511109721	0.395322838	0.299801341	0.560259684	5.135131985	0.340181673	1.050155508	0.390025258	0.671409718	0.2200507	0.341928926	0.313643727	0.295389469	0.249081979	0.339118239	0.281304089	0.345827036	0.554965294	0.387692108	2.224146239	0.180507109	0.35528857	15.05701579	0.187584482	0.932316962	0.565344083	0.87007781	0.682031839	0.719077487	1.136783246	0.767993889	0.620561527	0.539335009	0.643621435	2.428690679	0.777788554	0.63672782	1.321167181	0.884234079	0.526285829	0.775023951	1.128270987	0.611389521	0.757037372	0.620474572	0.972155071	0.91248595	0.424709056	1.087472042	1.354485609	0.846745202	0.871101147	0.496407703	0.498296413	0.223687241	3.65602508	0.498907512	0.669481747	0.534476477	0.39348926	0.640296782	5.990987315	0.388779055	1.253411412	0.585037887	0.929644225	0.4401014	0.502836656	0.392054659	0.402803822	0.498163958	0.339118239	0.460315783	0.345827036	0.792807562	0.634405267	2.224146239	0.180507109	0.35528857	22.58552369	0.281376723	0.932316962	0.565344083
X11_4S_H_C_2	19.1	3.15	0.094	0.789	5.97	6.52	21.23937808	125.4	118.67	244.07	7	5.701779019	8.930669428	3.228890409	2.077222222	1.717222222	3.794444444	0.728182928	0.585962328	0.607234554	0.842880582	0.534126889	0.513939238	0.478598411	0.524892679	1.541080925	0.683835965	0.567673992	1.012085227	0.702642084	0.40794052	0.59249355	0.939609679	0.403653032	0.679139508	0.489337615	0.837271977	0.733223649	0.348991286	0.974108177	1.12051177	0.69096107	0.865223606	0.379326426	0.313744276	0.228235371	2.484241513	0.444283334	0.599779951	0.48749216	0.342211927	0.599024412	5.000582844	0.368838586	1.198731447	0.469715531	0.77615733	0.28617096	0.46302657	0.363614598	0.375874915	0.366002119	0.369903514	0.329544473	0.394007508	0.694745788	0.505276742	2.095793722	0.197996635	0.447697136	12.71138341	0.241252144	0.946881163	0.823838276	0.925191323	0.735442514	0.789994468	1.060866939	0.749500634	0.669007111	0.613414865	0.695128143	2.21530383	0.801064987	0.731095292	1.380116219	0.907579359	0.543920693	0.787452868	1.12205816	0.614254614	0.892583354	0.559242989	1.010042384	0.94271612	0.418789543	1.159652591	1.360621435	0.909765408	0.990939857	0.59269754	0.543823411	0.273882446	3.01657898	0.555354168	0.764103225	0.597001268	0.435542452	0.684599328	5.834013318	0.421529812	1.430743985	0.626287375	0.931388796	0.381561281	0.609245487	0.519449426	0.512556702	0.522860169	0.422746873	0.494316709	0.394007508	0.771939765	0.606332091	2.095793722	0.197996635	0.55962142	15.25366009	0.361878216	0.946881163	0.823838276
X11_5N_H_N_0	23.81	3.78	0.084	0.666	5.76	7.97	23.4555883	140	77	217	5	2.996717786	3.913013957	0.91629617	1.249444444	1.135833333	2.385277778	0.692904262	0.5607101	0.567581131	0.827203254	0.488438475	0.489233261	0.445258246	0.484895054	1.520928466	0.61555903	0.510821916	1.025444945	0.676328589	0.371375049	0.58055504	0.867568441	0.363823423	0.627590745	0.405486675	0.781402066	0.808379899	0.27899827	0.901188054	1.094722223	0.649628692	0.786473584	0.352905272	0.295708486	0.136270121	2.923598577	0.442895879	0.556499622	0.445483387	0.263334408	0.588912881	5.76187791	0.330287533	1.121967699	0.428392452	0.703073173	0.254810719	0.411262922	0.360329718	0.332532563	0.281794487	0.295007591	0.284623477	0.292790948	0.620703575	0.37531439	2.387457585	0.165572113	0.39711439	12.1429183	0.186680636	1.04181443	0.77486063	0.888738051	0.725972024	0.776080321	1.091310317	0.745511356	0.626052733	0.587224644	0.655444349	2.057726748	0.72801693	0.638527395	1.398334016	0.901771453	0.513677637	0.785725015	1.100112559	0.63669099	0.82483355	0.5897988	0.957847694	1.039345585	0.418497405	1.185773756	1.329305556	0.916440476	0.88560891	0.569202052	0.452260037	0.233605921	3.82316737	0.553619849	0.728936125	0.57035373	0.395001613	0.588912881	6.722190895	0.377471466	1.431476029	0.571189936	0.973485931	0.40769715	0.604798415	0.450412147	0.453453494	0.469657478	0.393343455	0.465747508	0.292790948	0.775879469	0.562971585	2.387457585	0.165572113	0.39711439	18.21437744	0.280020955	1.04181443	0.77486063
X11_5s_H_C_0	94.85	10.7	0.119	1.051	5.5	7.95	22.84455379	82.48	109.29	191.77	5	2.606225594	4.717718858	2.111493264	0.6775	2.382777778	3.060277778	0.680020116	0.554661599	0.560584705	0.807811503	0.485241295	0.47719913	0.437308372	0.475413791	1.53934135	0.62872014	0.515715972	0.987861867	0.664190135	0.359805225	0.564842226	0.853017163	0.3450024	0.60454269	0.432505908	0.75903393	0.785575381	0.274567264	0.804577753	1.11222276	0.642447502	0.772652779	0.341237569	0.286776653	0.150919534	2.80811477	0.415674999	0.544827778	0.423707044	0.286450612	0.736676501	5.351294199	0.335249888	1.172109866	0.393065196	0.641602132	0.269990637	0.383386586	0.351578092	0.323278203	0.299482181	0.314752693	0.28563524	0.27751679	0.604381441	0.420478936	2.061572205	0.174699806	0.375410566	13.09350687	0.206180288	1.047681064	0.769700591	0.925825552	0.749707436	0.774415984	1.105691995	0.753857012	0.66719508	0.612231721	0.665579308	2.082638297	0.805547679	0.664179661	1.457501116	0.952133835	0.517001683	0.815707907	1.140446859	0.6037542	0.842695871	0.601747351	0.945681618	1.01002549	0.411850896	1.058654938	1.400576809	0.890409696	0.908205898	0.533183701	0.466012061	0.258719201	4.339813736	0.519593748	0.745132108	0.563830633	0.401030856	0.736676501	6.243176565	0.44699985	1.355252033	0.589597794	0.824917027	0.43198502	0.563803803	0.439472615	0.484917304	0.499136968	0.359717363	0.46740312	0.27751679	0.755476801	0.540615775	2.35608252	0.174699806	0.375410566	19.64026031	0.309270432	1.047681064	0.769700591
