"","Module Membership","significance"
"OTU_16427",0.522636961862284,9.2e-10
"OTU_16473",0.642686189248018,2.5e-15
"OTU_17111",0.466496064471473,7.9e-08
"OTU_17462",0.549730545470543,7.9e-11
"OTU_19222",0.797975696572144,1e-27
"OTU_19805",0.646842031668019,1.5e-15
"OTU_21522",0.73819950070355,6.6e-22
"OTU_21937",0.742759506197137,2.7e-22
"OTU_22728",0.47419767880474,4.5e-08
"OTU_23091",0.783887284819887,3.5e-26
"OTU_23319",0.66635476454366,9.9e-17
"OTU_7",0.627501511302193,1.7e-14
"OTU_32",0.878550301061827,1.1e-39
"OTU_96",0.783859445838405,3.5e-26
"OTU_126",0.837214127345145,1e-32
"OTU_207",0.881645100130019,2.7e-40
"OTU_349",0.839024660532009,5.6e-33
"OTU_449",0.801680602092126,3.9e-28
"OTU_13",0.821686522877959,1.4e-30
"OTU_23",0.632181933825285,9.7e-15
"OTU_26",0.576442225892573,5.6e-12
"OTU_35",0.623659453151953,2.8e-14
"OTU_41",0.746251431045935,1.4e-22
"OTU_88",0.755338019187716,2.1e-23
"OTU_106",0.695117871293722,1.3e-18
"OTU_131",0.91855358395461,2.2e-49
"OTU_181",0.750396292128054,5.9e-23
"OTU_202",0.794973153064874,2.2e-27
"OTU_248",0.602062062104973,3.5e-13
"OTU_482",0.84460342242051,8.3e-34
"OTU_1370",0.809265306985243,4.9e-29
"OTU_2412",0.656392674209547,4e-16
"OTU_20810",0.7668060710801,1.8e-24
"OTU_22981",0.827858739928275,2.1e-31
"OTU_14",0.858219245752969,5.7e-36
"OTU_21",0.698154908793761,7.8e-19
"OTU_27",0.827806788576667,2.1e-31
"OTU_49",0.819664045103914,2.5e-30
"OTU_53",0.896768568981459,1.3e-43
"OTU_58",0.91926215511386,1.3e-49
"OTU_60",0.830485944515808,9.1e-32
"OTU_61",0.869825833563474,5.2e-38
"OTU_68",0.88794809030203,1.3e-41
"OTU_70",0.86059399788576,2.2e-36
"OTU_75",0.839095933522887,5.5e-33
"OTU_81",0.937710121855679,5.2e-56
"OTU_102",0.685203822680613,6e-18
"OTU_108",0.395742348715721,7.7e-06
"OTU_116",0.72460503243738,8.4e-21
"OTU_118",0.48337072105971,2.2e-08
"OTU_119",0.628343702053225,1.6e-14
"OTU_144",0.698649820571316,7.2e-19
"OTU_161",0.737561894782971,7.5e-22
"OTU_171",0.655095337069382,4.8e-16
"OTU_179",0.613662753207972,9.2e-14
"OTU_187",0.563039408951188,2.2e-11
"OTU_191",0.74108387786057,3.8e-22
"OTU_196",0.859288302232114,3.7e-36
"OTU_200",0.668600303505608,7.2e-17
"OTU_215",0.704398536789238,2.8e-19
"OTU_225",0.696301268846288,1.1e-18
"OTU_226",0.626885146691648,1.9e-14
"OTU_232",0.836186064742429,1.4e-32
"OTU_245",0.643285602735121,2.3e-15
"OTU_269",0.803007108563188,2.7e-28
"OTU_277",0.545145438869132,1.2e-10
"OTU_297",0.760639149080681,6.9e-24
"OTU_301",0.573376807563228,7.7e-12
"OTU_302",0.775939523863152,2.3e-25
"OTU_304",0.862361950270723,1.1e-36
"OTU_312",0.524386917895484,7.9e-10
"OTU_338",0.668567272078942,7.2e-17
"OTU_350",-0.422367753335233,1.5e-06
"OTU_371",0.461694391915978,1.1e-07
"OTU_385",0.673578445466512,3.5e-17
"OTU_402",0.418836471989466,1.9e-06
"OTU_403",0.645631252463702,1.7e-15
"OTU_405",0.633892132190532,7.8e-15
"OTU_465",0.870560964225349,3.8e-38
"OTU_495",0.760040724807614,7.9e-24
"OTU_496",0.551208420600437,6.9e-11
"OTU_511",0.68056021677057,1.2e-17
"OTU_527",0.683748199346937,7.6e-18
"OTU_543",0.756855563878712,1.5e-23
"OTU_584",0.830484783247628,9.1e-32
"OTU_604",0.662285388322372,1.8e-16
"OTU_623",0.475332927490542,4.1e-08
"OTU_664",0.84989751647559,1.3e-34
"OTU_677",0.835074126649258,2.1e-32
"OTU_689",0.787335270167721,1.5e-26
"OTU_713",0.823644920098985,7.6e-31
"OTU_758",0.828958607003691,1.5e-31
"OTU_807",0.778251195426363,1.3e-25
"OTU_924",0.727787408494095,4.7e-21
"OTU_958",0.786318048016325,1.9e-26
"OTU_999",0.699391418022919,6.4e-19
"OTU_1061",0.763192657044874,4e-24
"OTU_1101",0.815807828382966,7.7e-30
"OTU_1119",0.663958224179113,1.4e-16
"OTU_1203",0.812054269092037,2.3e-29
"OTU_1988",0.806532634233299,1e-28
"OTU_3634",0.835467288887985,1.8e-32
"OTU_4524",-0.516398967904805,1.6e-09
"OTU_8377",0.396730992179741,7.3e-06
"OTU_9957",-0.530305079154878,4.7e-10
"OTU_10488",0.866107703480548,2.5e-37
"OTU_11931",0.718532281111444,2.5e-20
"OTU_12516",0.766005540434467,2.2e-24
"OTU_12543",0.867993636619467,1.1e-37
"OTU_13168",0.722425274927932,1.2e-20
"OTU_13177",0.765499099226952,2.4e-24
"OTU_14574",0.604375777652355,2.7e-13
"OTU_16045",0.599241216729351,4.8e-13
"OTU_17787",0.830133553209524,1e-31
"OTU_18641",0.636846858890223,5.3e-15
"OTU_19766",0.564876764504745,1.8e-11
"OTU_20094",0.453285302914452,2e-07
"OTU_20797",0.920235054296088,6.7e-50
"OTU_21239",0.873342439092007,1.2e-38
"OTU_21361",0.837880986192487,8.2e-33
"OTU_23906",0.619506204597915,4.6e-14
"OTU_25900",0.842941637758878,1.5e-33
"OTU_26248",0.768712701059365,1.2e-24
"OTU_30",-0.628813032052592,1.5e-14
"OTU_31",0.890218620248966,4.2e-42
"OTU_38",0.82879699432661,1.5e-31
"OTU_42",0.777345410745857,1.7e-25
"OTU_43",0.48398492064766,2.1e-08
"OTU_66",0.578813726073526,4.4e-12
"OTU_67",0.475990909382157,3.9e-08
"OTU_84",0.395224873594012,7.9e-06
"OTU_93",0.404613464556328,4.6e-06
"OTU_103",0.761201448021678,6.1e-24
"OTU_111",0.817312122786071,5e-30
"OTU_115",0.799579364684932,6.8e-28
"OTU_123",0.621003130368852,3.8e-14
"OTU_129",0.794171122012186,2.7e-27
"OTU_132",-0.460055183434474,1.2e-07
"OTU_134",0.815540880321417,8.3e-30
"OTU_137",0.75433982598315,2.6e-23
"OTU_140",0.767220518683225,1.7e-24
"OTU_148",0.538064746736249,2.3e-10
"OTU_150",0.709154511227141,1.3e-19
"OTU_151",0.597538459890119,5.8e-13
"OTU_162",0.577513240543654,5e-12
"OTU_170",0.711709525219847,8.2e-20
"OTU_176",0.828600333194356,1.6e-31
"OTU_180",0.566891016859156,1.5e-11
"OTU_194",0.78196129634653,5.6e-26
"OTU_197",0.705655338370797,2.3e-19
"OTU_206",0.590259006001362,1.3e-12
"OTU_211",0.737364615868806,7.8e-22
"OTU_216",0.66713902450724,8.8e-17
"OTU_273",0.767916611042961,1.4e-24
"OTU_285",0.750108993359595,6.2e-23
"OTU_292",0.500858566583481,5.7e-09
"OTU_307",0.3778382210263,2.1e-05
"OTU_310",0.68710489502405,4.5e-18
"OTU_335",0.619048473454948,4.8e-14
"OTU_343",-0.504640778180086,4.2e-09
"OTU_347",0.66934802658211,6.4e-17
"OTU_394",0.589454372797563,1.4e-12
"OTU_407",0.760513417475189,7.1e-24
"OTU_433",0.713156773155028,6.4e-20
"OTU_435",0.617342362930024,5.9e-14
"OTU_440",0.677435887355108,2e-17
"OTU_444",0.67970479965093,1.4e-17
"OTU_468",0.7397272909162,4.9e-22
"OTU_478",0.588334578424512,1.6e-12
"OTU_540",-0.438323368527233,5.5e-07
"OTU_544",-0.546688642206446,1.1e-10
"OTU_579",0.351644653120251,8.2e-05
"OTU_622",0.767837097990679,1.4e-24
"OTU_628",0.512185587747341,2.2e-09
"OTU_716",0.244318246376223,0.0072
"OTU_797",0.555701893947113,4.5e-11
"OTU_841",0.698467311893245,7.4e-19
"OTU_842",0.487295812621598,1.7e-08
"OTU_985",0.774763249549023,3e-25
"OTU_1017",0.668226563594113,7.6e-17
"OTU_1253",0.74027844789703,4.4e-22
"OTU_1360",0.721776027852971,1.4e-20
"OTU_1382",0.789925089610168,8e-27
"OTU_3446",0.361298732339118,5e-05
"OTU_4247",-0.717536775656647,3e-20
"OTU_4687",0.657530277165867,3.4e-16
"OTU_5155",0.761920901873309,5.3e-24
"OTU_6522",0.788287651135382,1.2e-26
"OTU_6597",0.60027292961819,4.3e-13
"OTU_6608",0.480337532910941,2.8e-08
"OTU_7456",0.81293956619576,1.8e-29
"OTU_7888",0.809659362584134,4.4e-29
"OTU_8598",0.731601864541414,2.3e-21
"OTU_10917",-0.623575751416863,2.8e-14
"OTU_10998",0.747902379620992,9.8e-23
"OTU_11054",0.56820402566593,1.3e-11
"OTU_11276",0.786318731994265,1.9e-26
"OTU_12094",0.657606981708559,3.4e-16
"OTU_12310",0.575825338769412,6e-12
"OTU_12580",0.694944285683208,1.3e-18
"OTU_15640",0.558563900480617,3.4e-11
"OTU_17156",-0.59379665025961,8.8e-13
"OTU_18671",0.581157268802061,3.4e-12
"OTU_21262",0.808989226567862,5.3e-29
"OTU_21434",0.542752342682426,1.5e-10
"OTU_21837",-0.51649729222051,1.6e-09
"OTU_21841",0.633004277441139,8.7e-15
"OTU_21915",0.726094522850937,6.4e-21
"OTU_22049",0.589061987464672,1.5e-12
"OTU_22051",0.409992582823911,3.3e-06
"OTU_22242",0.682136281960404,9.7e-18
"OTU_22456",0.70308276057661,3.5e-19
"OTU_22658",0.547379349937844,9.8e-11
"OTU_22899",0.666401745773719,9.8e-17
"OTU_24085",0.278963073978626,0.002
"OTU_25392",0.614342778355461,8.5e-14
"OTU_45",0.332286445507203,0.00021
"OTU_55",0.838256970490654,7.3e-33
"OTU_59",0.518903931762683,1.3e-09
"OTU_89",0.558248797110468,3.5e-11
"OTU_110",0.815340130216557,8.8e-30
"OTU_112",0.820704581186253,1.8e-30
"OTU_117",0.782622440041382,4.8e-26
"OTU_121",0.795653743809769,1.9e-27
"OTU_128",0.685350246406839,5.9e-18
"OTU_136",0.723912439906835,9.5e-21
"OTU_141",0.843196054224712,1.4e-33
"OTU_143",0.412013845443047,2.9e-06
"OTU_167",0.492785684666029,1.1e-08
"OTU_185",0.837329711880642,9.9e-33
"OTU_208",0.55345877847142,5.5e-11
"OTU_244",0.784247689342107,3.2e-26
"OTU_354",0.477658250494363,3.5e-08
"OTU_363",0.481749595125365,2.5e-08
"OTU_382",0.791957953338133,4.8e-27
"OTU_388",0.524681520159613,7.7e-10
"OTU_438",0.759738397350341,8.4e-24
"OTU_464",0.720840520582274,1.7e-20
"OTU_487",0.710652777141838,9.8e-20
"OTU_514",0.776907920287945,1.8e-25
"OTU_529",0.772276612734194,5.3e-25
"OTU_576",0.707980957288805,1.5e-19
"OTU_578",0.641724880113166,2.8e-15
"OTU_681",0.559893258679444,3e-11
"OTU_715",0.528813100461175,5.3e-10
"OTU_732",0.551550977070056,6.6e-11
"OTU_740",0.534104092825609,3.3e-10
"OTU_886",0.702486871157102,3.9e-19
"OTU_1172",0.734242052144078,1.4e-21
"OTU_1202",0.73237235204397,2e-21
"OTU_1298",0.405517796896779,4.3e-06
"OTU_1313",0.652652539528645,6.7e-16
"OTU_1934",0.546887951217953,1e-10
"OTU_2191",0.606865900496506,2e-13
"OTU_4163",0.47737648652241,3.5e-08
"OTU_5730",0.817627552594531,4.6e-30
"OTU_9189",0.530025336630147,4.8e-10
"OTU_11326",0.614155394021438,8.7e-14
"OTU_13791",0.530982300026882,4.4e-10
"OTU_14293",0.577481565963023,5e-12
"OTU_14351",0.556435755255869,4.2e-11
"OTU_15903",0.71902330589605,2.3e-20
"OTU_19287",0.733789627777212,1.5e-21
"OTU_22338",0.789523757281602,8.8e-27
"OTU_23377",0.532855420407368,3.7e-10
"OTU_24061",0.500811286141909,5.7e-09
"OTU_24474",0.684847185089299,6.4e-18
"OTU_25345",0.685314930338803,5.9e-18
"OTU_25972",0.68053424698839,1.2e-17
"OTU_98",0.915147820379082,2.2e-48
"OTU_146",0.550135625181507,7.6e-11
"OTU_238",0.882202961697332,2.1e-40
"OTU_240",0.911356513233707,2.6e-47
"OTU_423",0.638333369896784,4.4e-15
"OTU_462",0.830294223024258,9.7e-32
"OTU_5678",0.630815026647649,1.1e-14
"OTU_24748",0.827473903120806,2.3e-31
"OTU_415",0.662532475384164,1.7e-16
"OTU_420",0.379656675485742,1.9e-05
"OTU_441",-0.501705988839876,5.3e-09
"OTU_483",0.576110724031148,5.8e-12
"OTU_504",0.470643872512173,5.8e-08
"OTU_507",0.265534879375047,0.0034
"OTU_508",0.545363426822765,1.2e-10
"OTU_608",0.711067729184144,9.1e-20
"OTU_630",0.580516038967997,3.7e-12
"OTU_683",0.624518507596901,2.5e-14
"OTU_685",0.694972853291091,1.3e-18
"OTU_721",0.363347495536786,4.5e-05
"OTU_774",0.546839259376996,1e-10
"OTU_799",-0.61262887668335,1e-13
"OTU_817",0.707452321412376,1.7e-19
"OTU_891",0.644083112575795,2.1e-15
"OTU_892",-0.580245256085534,3.8e-12
"OTU_911",0.540963555633062,1.8e-10
"OTU_1014",-0.317506043387654,0.00041
"OTU_1021",0.506793251419337,3.5e-09
"OTU_1039",0.490866522323302,1.3e-08
"OTU_1078",-0.256910551541401,0.0046
"OTU_1091",0.621791343213758,3.5e-14
"OTU_1092",0.682990998830878,8.5e-18
"OTU_1140",0.633227065022652,8.5e-15
"OTU_1173",0.459116356390599,1.3e-07
"OTU_1228",0.597211540322869,6e-13
"OTU_1278",0.545835790841816,1.1e-10
"OTU_1396",0.541236179497119,1.7e-10
"OTU_1434",-0.461817270630512,1.1e-07
"OTU_1479",-0.537324633988372,2.5e-10
"OTU_1513",-0.589286253052061,1.4e-12
"OTU_1684",-0.512875376665309,2.1e-09
"OTU_1728",0.689985388491356,2.9e-18
"OTU_1769",-0.545071948989394,1.2e-10
"OTU_1773",-0.498877460832672,6.7e-09
"OTU_1835",0.502004125564597,5.2e-09
"OTU_2027",0.375013153974497,2.4e-05
"OTU_2172",0.713309127361242,6.2e-20
"OTU_2230",0.77183689864196,5.9e-25
"OTU_2591",-0.434716877466841,7e-07
"OTU_2793",-0.530980911745379,4.4e-10
"OTU_3754",-0.544195073856406,1.3e-10
"OTU_5625",-0.546076919789405,1.1e-10
"OTU_7905",-0.360047164856681,5.4e-05
"OTU_8145",0.702967136797999,3.6e-19
"OTU_8379",0.651031502193696,8.3e-16
"OTU_9779",0.671887450183999,4.4e-17
"OTU_10251",0.505307698386706,4e-09
"OTU_10370",0.689533503490064,3.1e-18
"OTU_14864",-0.586020188976793,2e-12
"OTU_18117",-0.424732614359779,1.3e-06
"OTU_20452",0.32814675069765,0.00025
"OTU_22558",0.600479384397579,4.2e-13
"OTU_22698",0.566912215705276,1.5e-11
"OTU_23828",0.703501924353057,3.3e-19
"OTU_25138",0.217506056653864,0.017
"OTU_443",0.643262841322645,2.3e-15
"OTU_644",-0.531399817186335,4.3e-10
"OTU_761",-0.662331886089001,1.7e-16
"OTU_940",0.573255582986262,7.8e-12
"OTU_1211",0.557307186674139,3.8e-11
"OTU_1487",0.358529548939351,5.8e-05
"OTU_2932",0.621890608797442,3.4e-14
"OTU_8971",-0.65343425440221,6e-16
"OTU_9994",0.669359314850753,6.4e-17
"OTU_20360",-0.686313758865217,5.1e-18
"OTU_21582",0.567121088262879,1.4e-11
"OTU_21849",-0.648059735560558,1.2e-15
"OTU_25976",-0.724062151459732,9.3e-21
