#module: 23
modularity: 0.6348194
No	ID	No. module	Zi	Pi
58	"OTU_111"	0	1.50670021919292	0
59	"OTU_112"	4	2.23452649543955	0
60	"OTU_115"	0	2.81381887950021	0
61	"OTU_116"	3	-0.15283717563933	0
62	"OTU_117"	4	1.47373481926206	0.165289256198347
63	"OTU_118"	3	-0.959765653802914	0
64	"OTU_119"	3	-0.268112672519842	0.627218934911243
65	"OTU_121"	4	2.23452649543955	0
66	"OTU_123"	0	-0.846113369360202	0
67	"OTU_124"	1	-0.51866471643947	0.5
68	"OTU_126"	9	0.324442842261525	0.444444444444444
69	"OTU_128"	4	0.712943143084569	0
70	"OTU_129"	0	0.461005290947087	0.444444444444444
71	"OTU_131"	5	2.64575131106459	0.21875
72	"OTU_132"	0	0.199581558885629	0.6328125
73	"OTU_134"	0	2.81381887950021	0.332409972299169
74	"OTU_135"	11	-0.122627867896993	0
75	"OTU_136"	4	0.459345917692071	0
76	"OTU_137"	0	1.50670021919292	0.537037037037037
77	"OTU_140"	0	1.24527648713146	0
78	"OTU_141"	4	4.26330429857954	0
79	"OTU_143"	4	-0.301445758485422	0
80	"OTU_144"	3	-0.268112672519842	0
81	"OTU_146"	8	-1.0690449676497	0
82	"OTU_148"	0	-0.584689637298744	0
83	"OTU_150"	0	0.199581558885629	0.53125
84	"OTU_151"	0	-0.584689637298744	0
85	"OTU_161"	3	0.538815805643741	0
86	"OTU_162"	0	-0.846113369360202	0
87	"OTU_165"	1	0.412271954092912	0
88	"OTU_167"	4	-0.555042983877919	0.444444444444444
89	"OTU_170"	0	0.461005290947087	0
90	"OTU_171"	3	-0.959765653802914	0
91	"OTU_176"	0	0.983852755070002	0.197530864197531
92	"OTU_179"	3	-0.959765653802914	0
93	"OTU_180"	0	0.722429023008544	0
94	"OTU_181"	5	-0.377964473009227	0
95	"OTU_185"	4	0.966540368477066	0
96	"OTU_187"	3	-0.613939163161378	0
97	"OTU_188"	11	-1.04233687712444	0
98	"OTU_190"	10	-0.912870929175277	0.5
99	"OTU_191"	3	0.308264811882717	0.512345679012346
100	"OTU_194"	0	0.722429023008544	0
101	"OTU_196"	3	-0.383388169400354	0
102	"OTU_197"	0	-0.0618421731758286	0.32
103	"OTU_200"	3	1.92212176820988	0.449074074074074
104	"OTU_202"	5	0.8315218406203	0
105	"OTU_206"	0	-0.846113369360202	0.5
106	"OTU_207"	9	1.45999279017686	0
107	"OTU_208"	4	-0.808640209270417	0
108	"OTU_211"	0	0.722429023008544	0
109	"OTU_215"	3	-0.844490156922402	0
110	"OTU_216"	0	-0.323265905237286	0
111	"OTU_225"	3	-0.268112672519842	0.345679012345679
112	"OTU_226"	3	-0.498663666280866	0
113	"OTU_232"	3	0.423540308763229	0
114	"OTU_238"	8	1.60356745147455	0
115	"OTU_240"	8	0	0
116	"OTU_242"	1	-0.053196381173279	0
117	"OTU_244"	4	0.712943143084569	0
118	"OTU_245"	3	-0.959765653802914	0
119	"OTU_248"	5	-0.982707629823991	0
120	"OTU_267"	1	0.412271954092912	0.375
121	"OTU_269"	3	-0.383388169400354	0
122	"OTU_273"	0	-0.323265905237286	0
123	"OTU_277"	3	-0.959765653802914	0
124	"OTU_285"	0	0.461005290947087	0
125	"OTU_292"	0	-0.323265905237286	0
126	"OTU_297"	3	-0.0375616787588184	0.18
127	"OTU_301"	3	-0.959765653802914	0
128	"OTU_302"	3	-0.268112672519842	0.21875
129	"OTU_304"	3	0.0777138181216935	0
130	"OTU_307"	0	-0.846113369360202	0
131	"OTU_310"	0	0.461005290947087	0.375
132	"OTU_312"	3	-0.959765653802914	0
133	"OTU_329"	11	-1.04233687712444	0
134	"OTU_335"	0	0.199581558885629	0.578512396694215
135	"OTU_338"	3	-0.383388169400354	0.244897959183674
136	"OTU_343"	0	-0.846113369360202	0
137	"OTU_347"	0	-0.846113369360202	0
138	"OTU_349"	9	-0.811107105653812	0
139	"OTU_350"	3	-0.959765653802914	0
140	"OTU_354"	4	-0.301445758485422	0
141	"OTU_363"	4	-0.555042983877919	0
142	"OTU_364"	13	0	0
143	"OTU_365"	1	-0.51866471643947	0
144	"OTU_371"	3	-0.72921466004189	0.48
145	"OTU_382"	4	1.47373481926206	0
146	"OTU_385"	3	-0.844490156922402	0
147	"OTU_388"	4	-0.808640209270417	0
148	"OTU_390"	1	-0.51866471643947	0
149	"OTU_394"	0	-0.846113369360202	0
150	"OTU_402"	3	-0.613939163161378	0
151	"OTU_403"	3	-0.72921466004189	0
152	"OTU_405"	3	-0.72921466004189	0.375
153	"OTU_407"	0	-0.846113369360202	0
154	"OTU_415"	2	-0.534235890197495	0.5
155	"OTU_416"	1	-0.51866471643947	0.444444444444444
156	"OTU_420"	2	-0.534235890197495	0.5
157	"OTU_423"	8	0	0
158	"OTU_433"	0	-0.323265905237286	0.375
159	"OTU_435"	0	-0.846113369360202	0
160	"OTU_438"	4	0.459345917692071	0
161	"OTU_440"	0	-0.846113369360202	0
162	"OTU_441"	2	-0.534235890197495	0.5
163	"OTU_443"	6	0	0.625
164	"OTU_444"	0	0.461005290947087	0
165	"OTU_449"	9	-0.811107105653812	0
166	"OTU_462"	8	-0.534522483824849	0
167	"OTU_464"	4	-0.301445758485422	0
168	"OTU_465"	3	1.23046878692681	0.090702947845805
169	"OTU_468"	0	-0.0618421731758286	0
170	"OTU_473"	1	-0.51866471643947	0.5
171	"OTU_478"	0	-0.584689637298744	0
172	"OTU_482"	5	0.226778683805536	0
173	"OTU_483"	2	0.799404069273624	0.21875
174	"OTU_487"	4	-0.0478485330929242	0
175	"OTU_495"	3	-0.959765653802914	0
176	"OTU_496"	3	-0.959765653802914	0
177	"OTU_501"	13	0	0
178	"OTU_504"	2	-0.0896892370404554	0
179	"OTU_507"	2	-0.534235890197495	0
180	"OTU_508"	2	-0.534235890197495	0
181	"OTU_511"	3	-0.383388169400354	0
182	"OTU_514"	4	0.205748692299573	0
183	"OTU_527"	3	-0.72921466004189	0.375
184	"OTU_529"	4	-0.555042983877919	0
185	"OTU_540"	0	-0.846113369360202	0
186	"OTU_543"	3	-0.268112672519842	0.21875
187	"OTU_544"	0	0.199581558885629	0
188	"OTU_576"	4	0.459345917692071	0
189	"OTU_578"	4	-0.555042983877919	0
190	"OTU_579"	0	-0.846113369360202	0
191	"OTU_584"	3	0.654091302524253	0.1171875
192	"OTU_597"	11	1.41022048081542	0
193	"OTU_604"	3	0.192989315002205	0
194	"OTU_608"	2	-0.0896892370404554	0
195	"OTU_622"	0	-0.584689637298744	0.444444444444444
196	"OTU_623"	3	-0.72921466004189	0
197	"OTU_628"	0	-0.846113369360202	0
198	"OTU_630"	2	-0.534235890197495	0
199	"OTU_635"	17	0	0
200	"OTU_644"	6	-0.637377439199098	0
201	"OTU_664"	3	-0.844490156922402	0
202	"OTU_677"	3	0.769366799404765	0
203	"OTU_681"	4	-0.808640209270417	0
204	"OTU_683"	2	-0.534235890197495	0
205	"OTU_685"	2	0.354857416116584	0.277777777777778
206	"OTU_689"	3	-0.613939163161378	0
207	"OTU_695"	10	1.82574185835055	0.489795918367347
208	"OTU_713"	3	-0.498663666280866	0
209	"OTU_715"	4	-0.808640209270417	0
210	"OTU_716"	0	-0.846113369360202	0
211	"OTU_721"	2	-0.534235890197495	0
212	"OTU_724"	10	-0.912870929175277	0
213	"OTU_732"	4	-0.808640209270417	0
214	"OTU_740"	4	-0.555042983877919	0
215	"OTU_741"	1	-0.51866471643947	0.444444444444444
216	"OTU_758"	3	-0.15283717563933	0
217	"OTU_761"	6	3.18688719599549	0
218	"OTU_774"	2	-0.311962563618975	0
219	"OTU_776"	20	0	0
220	"OTU_797"	0	-0.846113369360202	0
221	"OTU_799"	2	5.24487060084402	0.594839293798099
222	"OTU_807"	3	-0.72921466004189	0
223	"OTU_817"	2	-0.311962563618975	0
224	"OTU_841"	0	-0.0618421731758286	0
225	"OTU_842"	0	-0.846113369360202	0
226	"OTU_886"	4	-0.301445758485422	0
227	"OTU_891"	2	-0.0896892370404554	0
228	"OTU_892"	2	3.24441066163734	0.4416
229	"OTU_911"	2	-0.0896892370404554	0
230	"OTU_924"	3	-0.613939163161378	0.444444444444444
231	"OTU_940"	6	0	0.625
232	"OTU_944"	11	0.490511471587973	0
233	"OTU_958"	3	1.1151932900463	0
234	"OTU_983"	1	-0.51866471643947	0
235	"OTU_985"	0	-0.323265905237286	0
236	"OTU_999"	3	-0.15283717563933	0.34
237	"OTU_1014"	2	-0.534235890197495	0
238	"OTU_1017"	0	-0.584689637298744	0
239	"OTU_1021"	2	-0.311962563618975	0
240	"OTU_1039"	2	-0.534235890197495	0
241	"OTU_1046"	11	0.18394180184549	0
242	"OTU_1061"	3	-0.959765653802914	0
243	"OTU_1078"	2	-0.311962563618975	0
244	"OTU_1091"	2	-0.311962563618975	0
245	"OTU_1092"	2	-0.311962563618975	0
246	"OTU_1101"	3	0.654091302524253	0
247	"OTU_1119"	3	-0.72921466004189	0
248	"OTU_1140"	2	-0.311962563618975	0.5
249	"OTU_1172"	4	-0.808640209270417	0
250	"OTU_1173"	2	-0.534235890197495	0
251	"OTU_1202"	4	-0.301445758485422	0
252	"OTU_1203"	3	0.0777138181216935	0.291666666666667
253	"OTU_1211"	6	-0.637377439199098	0
254	"OTU_1228"	2	-0.0896892370404554	0
255	"OTU_1251"	11	-1.04233687712444	0
256	"OTU_1253"	0	-0.584689637298744	0.48
257	"OTU_1265"	22	0	0
258	"OTU_1278"	2	-0.311962563618975	0
259	"OTU_1298"	4	-0.808640209270417	0
260	"OTU_1313"	4	-0.808640209270417	0
261	"OTU_1337"	1	-0.51866471643947	0.5
262	"OTU_1360"	0	1.76812395125438	0
263	"OTU_1370"	5	-0.982707629823991	0
264	"OTU_1382"	0	-0.323265905237286	0.6875
265	"OTU_1396"	2	-0.0896892370404554	0
266	"OTU_1434"	2	0.799404069273624	0
267	"OTU_1479"	2	0.577130742695104	0
268	"OTU_1487"	6	0	0
269	"OTU_1513"	2	2.57759068190178	0.207612456747405
270	"OTU_1684"	2	-0.534235890197495	0
271	"OTU_1728"	2	0.132584089538065	0
272	"OTU_1769"	2	-0.0896892370404554	0
273	"OTU_1773"	2	-0.534235890197495	0
274	"OTU_1802"	21	0	0
275	"OTU_1826"	1	-0.51866471643947	0
276	"OTU_1835"	2	-0.311962563618975	0
277	"OTU_1841"	20	0	0
278	"OTU_1934"	4	-0.301445758485422	0
279	"OTU_1988"	3	-0.0375616787588184	0
280	"OTU_2027"	2	-0.534235890197495	0
281	"OTU_2172"	2	1.46622404900918	0.355029585798816
282	"OTU_2191"	4	-0.808640209270417	0
283	"OTU_2230"	2	-0.534235890197495	0.5
284	"OTU_2293"	11	1.10365081107294	0
285	"OTU_2412"	5	-0.982707629823991	0
286	"OTU_2591"	2	0.354857416116584	0.277777777777778
287	"OTU_2793"	2	-0.311962563618975	0
288	"OTU_2932"	6	-0.637377439199098	0.444444444444444
289	"OTU_3148"	1	-0.51866471643947	0.5
290	"OTU_3446"	0	-0.846113369360202	0
291	"OTU_3634"	3	2.49849925261244	0.442401297998918
292	"OTU_3754"	2	-0.534235890197495	0
293	"OTU_3822"	1	-0.053196381173279	0
294	"OTU_3895"	22	0	0
295	"OTU_4163"	4	-0.555042983877919	0
296	"OTU_4247"	0	0.722429023008544	0.462809917355372
297	"OTU_4524"	3	-0.959765653802914	0
298	"OTU_4687"	0	-0.584689637298744	0
299	"OTU_5062"	1	-0.51866471643947	0
300	"OTU_5155"	0	0.722429023008544	0.46
301	"OTU_5625"	2	-0.534235890197495	0
302	"OTU_5678"	8	-1.0690449676497	0.5
303	"OTU_5730"	4	0.459345917692071	0
304	"OTU_5766"	7	1.22474487139159	0
305	"OTU_5886"	11	0.18394180184549	0
306	"OTU_6522"	0	-0.584689637298744	0
307	"OTU_6597"	0	-0.846113369360202	0
308	"OTU_6608"	0	-0.584689637298744	0.444444444444444
309	"OTU_7063"	11	-0.735767207381959	0
310	"OTU_7456"	0	1.76812395125438	0.484375
311	"OTU_7888"	0	0.722429023008544	0
312	"OTU_7905"	2	-0.534235890197495	0
313	"OTU_8043"	13	0	0
314	"OTU_8100"	11	-0.735767207381959	0
315	"OTU_8145"	2	-0.311962563618975	0
316	"OTU_8148"	1	-0.51866471643947	0
317	"OTU_8325"	21	0	0
318	"OTU_8377"	3	-0.959765653802914	0
319	"OTU_8379"	2	0.799404069273624	0
320	"OTU_8598"	0	0.199581558885629	0
321	"OTU_8875"	11	-1.34890654686693	0
322	"OTU_8971"	6	-0.637377439199098	0
323	"OTU_9189"	4	-0.808640209270417	0
324	"OTU_9679"	1	-0.51866471643947	0
325	"OTU_9746"	15	0	0
326	"OTU_9779"	2	-0.311962563618975	0.444444444444444
327	"OTU_9905"	1	0.412271954092912	0
328	"OTU_9957"	3	-0.613939163161378	0.571428571428571
329	"OTU_9994"	6	0	0.444444444444444
330	"OTU_10251"	2	-0.311962563618975	0
331	"OTU_10370"	2	-0.0896892370404554	0
332	"OTU_10488"	3	0.654091302524253	0.1171875
333	"OTU_10917"	0	-0.0618421731758286	0.32
334	"OTU_10998"	0	-0.0618421731758286	0
335	"OTU_11054"	0	-0.323265905237286	0
336	"OTU_11276"	0	-0.0618421731758286	0.444444444444444
337	"OTU_11326"	4	-0.555042983877919	0
338	"OTU_11423"	7	0	0
339	"OTU_11791"	11	0.490511471587973	0
340	"OTU_11931"	3	-0.959765653802914	0
341	"OTU_12094"	0	0.199581558885629	0
342	"OTU_12310"	0	2.02954768331583	0.337777777777778
343	"OTU_12359"	1	-0.51866471643947	0
344	"OTU_12516"	3	-0.844490156922402	0
345	"OTU_12543"	3	0.192989315002205	0
346	"OTU_12580"	0	-0.584689637298744	0
347	"OTU_12734"	7	1.22474487139159	0
348	"OTU_13164"	12	-1	0
349	"OTU_13168"	3	-0.383388169400354	0
350	"OTU_13177"	3	1.23046878692681	0.451530612244898
351	"OTU_13791"	4	-0.301445758485422	0
352	"OTU_14293"	4	1.47373481926206	0
353	"OTU_14351"	4	0.712943143084569	0
354	"OTU_14574"	3	-0.0375616787588184	0.297520661157025
355	"OTU_14601"	11	-0.735767207381959	0
356	"OTU_14617"	7	-1.22474487139159	0
357	"OTU_14733"	10	0	0
358	"OTU_14736"	11	1.10365081107294	0.18
359	"OTU_14864"	2	0.132584089538065	0
360	"OTU_15204"	17	0	0
361	"OTU_15640"	0	-0.846113369360202	0
362	"OTU_15903"	4	-0.555042983877919	0
363	"OTU_16045"	3	-0.613939163161378	0
364	"OTU_16427"	1	-0.51866471643947	0
365	"OTU_16473"	1	-0.053196381173279	0
366	"OTU_17111"	1	-0.51866471643947	0
367	"OTU_17156"	0	-0.323265905237286	0
368	"OTU_17462"	1	-0.51866471643947	0
369	"OTU_17787"	3	-0.613939163161378	0
370	"OTU_18010"	14	0	0
371	"OTU_18117"	2	-0.534235890197495	0
372	"OTU_18617"	11	-1.34890654686693	0
373	"OTU_18641"	3	-0.72921466004189	0
374	"OTU_18671"	0	-0.0618421731758286	0
375	"OTU_18890"	14	0	0
376	"OTU_19050"	19	0	0
377	"OTU_19222"	1	-0.053196381173279	0.444444444444444
378	"OTU_19287"	4	-0.808640209270417	0
379	"OTU_19766"	3	-0.959765653802914	0
380	"OTU_19805"	1	-0.053196381173279	0
381	"OTU_20055"	7	-1.22474487139159	0
382	"OTU_20094"	3	-0.959765653802914	0
383	"OTU_20360"	6	0	0
384	"OTU_20452"	2	-0.534235890197495	0
385	"OTU_20797"	3	1.80684627132937	0
386	"OTU_20810"	5	0.8315218406203	0
387	"OTU_21239"	3	-0.383388169400354	0.244897959183674
388	"OTU_21262"	0	0.461005290947087	0.375
389	"OTU_21361"	3	1.69157077444886	0
390	"OTU_21434"	0	-0.584689637298744	0
391	"OTU_21522"	1	-0.053196381173279	0.625
392	"OTU_21582"	6	0.637377439199098	0.375
393	"OTU_21739"	7	0	0
394	"OTU_21837"	0	-0.0618421731758286	0
395	"OTU_21841"	0	-0.846113369360202	0
396	"OTU_21849"	6	-0.637377439199098	0
397	"OTU_21915"	0	0.199581558885629	0
398	"OTU_21937"	1	-0.51866471643947	0
399	"OTU_22049"	0	-0.846113369360202	0
400	"OTU_22051"	0	-0.846113369360202	0
401	"OTU_22064"	7	-1.22474487139159	0
402	"OTU_22242"	0	-0.584689637298744	0.444444444444444
403	"OTU_22338"	4	-0.301445758485422	0
404	"OTU_22456"	0	-0.846113369360202	0
405	"OTU_22558"	2	-0.0896892370404554	0
406	"OTU_22658"	0	-0.584689637298744	0
407	"OTU_22698"	2	-0.534235890197495	0
408	"OTU_22728"	1	-0.51866471643947	0.625
409	"OTU_22802"	7	0	0
410	"OTU_22899"	0	-0.846113369360202	0
411	"OTU_22981"	5	0.226778683805536	0
412	"OTU_23091"	1	-0.51866471643947	0.5
413	"OTU_23115"	10	0	0
414	"OTU_23319"	1	-0.51866471643947	0
415	"OTU_23377"	4	-0.808640209270417	0
416	"OTU_23828"	2	0.132584089538065	0.5
417	"OTU_23906"	3	-0.268112672519842	0.42
418	"OTU_24061"	4	-0.808640209270417	0
419	"OTU_24085"	0	-0.584689637298744	0
420	"OTU_24090"	11	0.490511471587973	0
421	"OTU_24385"	12	-1	0
422	"OTU_24474"	4	-0.808640209270417	0
423	"OTU_24660"	18	0	0
424	"OTU_24748"	8	-0.534522483824849	0
425	"OTU_25138"	2	-0.534235890197495	0
426	"OTU_25187"	15	0	0
427	"OTU_25345"	4	-0.301445758485422	0
428	"OTU_25392"	0	-0.846113369360202	0
429	"OTU_25900"	3	0.654091302524253	0
430	"OTU_25972"	4	-0.555042983877919	0
431	"OTU_25976"	6	-0.637377439199098	0
432	"OTU_26248"	3	0.0777138181216935	0.277777777777778
