,Proportion.removed,remain.mean,remain.sd,remain.se,weighted,consider_cascade,network
64,0.2,0.736779026,0.018464323,0.001846432,unweighted,No,control_spearman_ndgs
65,0.25,0.66928839,0.0171136,0.00171136,unweighted,No,control_spearman_ndgs
66,0.3,0.611123596,0.020486687,0.002048669,unweighted,No,control_spearman_ndgs
67,0.35,0.549325843,0.018044986,0.001804499,unweighted,No,control_spearman_ndgs
68,0.4,0.489475655,0.021344598,0.00213446,unweighted,No,control_spearman_ndgs
69,0.45,0.433146067,0.023809038,0.002380904,unweighted,No,control_spearman_ndgs
70,0.5,0.371385768,0.019235841,0.001923584,unweighted,No,control_spearman_ndgs
71,0.55,0.319925094,0.02418577,0.002418577,unweighted,No,control_spearman_ndgs
72,0.6,0.266292135,0.025610304,0.00256103,unweighted,No,control_spearman_ndgs
73,0.65,0.216554307,0.022112025,0.002211203,unweighted,No,control_spearman_ndgs
74,0.7,0.168651685,0.021600364,0.002160036,unweighted,No,control_spearman_ndgs
75,0.75,0.12741573,0.019932283,0.001993228,unweighted,No,control_spearman_ndgs
76,0.8,0.088389513,0.021948791,0.002194879,unweighted,No,control_spearman_ndgs
77,0.85,0.053445693,0.016039631,0.001603963,unweighted,No,control_spearman_ndgs
78,0.9,0.0282397,0.011619331,0.001161933,unweighted,No,control_spearman_ndgs
79,0.95,0.007827715,0.007358864,0.000735886,unweighted,No,control_spearman_ndgs
80,1,0,0,0,unweighted,No,control_spearman_ndgs
81,0.05,0.934906367,0.009444733,0.000944473,weighted,Yes,control_spearman_ndgs
82,0.1,0.861310861,0.012398467,0.001239847,weighted,Yes,control_spearman_ndgs
83,0.15,0.798988764,0.018037132,0.001803713,weighted,Yes,control_spearman_ndgs
84,0.2,0.734831461,0.019552042,0.001955204,weighted,Yes,control_spearman_ndgs
85,0.25,0.668951311,0.016406802,0.00164068,weighted,Yes,control_spearman_ndgs
86,0.3,0.60247191,0.020500273,0.002050027,weighted,Yes,control_spearman_ndgs
87,0.35,0.54988764,0.02338272,0.002338272,weighted,Yes,control_spearman_ndgs
88,0.4,0.486853933,0.022732041,0.002273204,weighted,Yes,control_spearman_ndgs
89,0.45,0.426029963,0.025797039,0.002579704,weighted,Yes,control_spearman_ndgs
90,0.5,0.373071161,0.022382798,0.00223828,weighted,Yes,control_spearman_ndgs
91,0.55,0.314606742,0.023567536,0.002356754,weighted,Yes,control_spearman_ndgs
92,0.6,0.262359551,0.024788676,0.002478868,weighted,Yes,control_spearman_ndgs
93,0.65,0.213071161,0.023355526,0.002335553,weighted,Yes,control_spearman_ndgs
94,0.7,0.169325843,0.022817895,0.00228179,weighted,Yes,control_spearman_ndgs
95,0.75,0.12670412,0.021207141,0.002120714,weighted,Yes,control_spearman_ndgs
96,0.8,0.088277154,0.017665669,0.001766567,weighted,Yes,control_spearman_ndgs
97,0.85,0.055617978,0.014650135,0.001465013,weighted,Yes,control_spearman_ndgs
98,0.9,0.025842697,0.011620307,0.001162031,weighted,Yes,control_spearman_ndgs
99,0.95,0.006329588,0.006178199,0.00061782,weighted,Yes,control_spearman_ndgs
100,1,0,0,0,weighted,Yes,control_spearman_ndgs
101,0.05,0.934007491,0.009955971,0.000995597,unweighted,Yes,control_spearman_ndgs
102,0.1,0.861910112,0.014010209,0.001401021,unweighted,Yes,control_spearman_ndgs
103,0.15,0.7982397,0.016990247,0.001699025,unweighted,Yes,control_spearman_ndgs
104,0.2,0.735917603,0.018490511,0.001849051,unweighted,Yes,control_spearman_ndgs
105,0.25,0.668014981,0.017237509,0.001723751,unweighted,Yes,control_spearman_ndgs
106,0.3,0.606516854,0.022044254,0.002204425,unweighted,Yes,control_spearman_ndgs
107,0.35,0.548576779,0.018087338,0.001808734,unweighted,Yes,control_spearman_ndgs
108,0.4,0.482059925,0.021860139,0.002186014,unweighted,Yes,control_spearman_ndgs
109,0.45,0.431235955,0.021286933,0.002128693,unweighted,Yes,control_spearman_ndgs
110,0.5,0.376142322,0.022661873,0.002266187,unweighted,Yes,control_spearman_ndgs
111,0.55,0.322921348,0.020778719,0.002077872,unweighted,Yes,control_spearman_ndgs
112,0.6,0.265692884,0.022839774,0.002283977,unweighted,Yes,control_spearman_ndgs
113,0.65,0.218838951,0.023315209,0.002331521,unweighted,Yes,control_spearman_ndgs
114,0.7,0.173071161,0.021441297,0.00214413,unweighted,Yes,control_spearman_ndgs
115,0.75,0.128426966,0.021743155,0.002174316,unweighted,Yes,control_spearman_ndgs
116,0.8,0.087602996,0.017461079,0.001746108,unweighted,Yes,control_spearman_ndgs
117,0.85,0.056779026,0.016073738,0.001607374,unweighted,Yes,control_spearman_ndgs
118,0.9,0.026329588,0.011484841,0.001148484,unweighted,Yes,control_spearman_ndgs
119,0.95,0.007041199,0.006214443,0.000621444,unweighted,Yes,control_spearman_ndgs
120,1,0,0,0,unweighted,Yes,control_spearman_ndgs
121,0.05,0.933183521,0.009428818,0.000942882,weighted,No,control_spearman_ndgs
122,0.1,0.862996255,0.014025624,0.001402562,weighted,No,control_spearman_ndgs
123,0.15,0.795580524,0.016104209,0.001610421,weighted,No,control_spearman_ndgs
124,0.2,0.73494382,0.01793314,0.001793314,weighted,No,control_spearman_ndgs
125,0.25,0.66928839,0.020668778,0.002066878,weighted,No,control_spearman_ndgs
126,0.3,0.603370787,0.021672694,0.002167269,weighted,No,control_spearman_ndgs
127,0.35,0.547041199,0.026337581,0.002633758,weighted,No,control_spearman_ndgs
128,0.4,0.485243446,0.02699906,0.002699906,weighted,No,control_spearman_ndgs
129,0.45,0.428951311,0.022955089,0.002295509,weighted,No,control_spearman_ndgs
130,0.5,0.373595506,0.02009085,0.002009085,weighted,No,control_spearman_ndgs
131,0.55,0.314831461,0.022671655,0.002267166,weighted,No,control_spearman_ndgs
132,0.6,0.267640449,0.027632411,0.002763241,weighted,No,control_spearman_ndgs
133,0.65,0.211910112,0.022302162,0.002230216,weighted,No,control_spearman_ndgs
134,0.7,0.172247191,0.019879004,0.0019879,weighted,No,control_spearman_ndgs
135,0.75,0.12988764,0.020402308,0.002040231,weighted,No,control_spearman_ndgs
136,0.8,0.087265918,0.018344376,0.001834438,weighted,No,control_spearman_ndgs
137,0.85,0.05494382,0.014094906,0.001409491,weighted,No,control_spearman_ndgs
138,0.9,0.029588015,0.01281483,0.001281483,weighted,No,control_spearman_ndgs
139,0.95,0.006367041,0.006573869,0.000657387,weighted,No,control_spearman_ndgs
140,1,0,0,0,weighted,No,control_spearman_ndgs
141,0.05,0.933782772,0.008953385,0.000895339,unweighted,No,control_spearman_ndgs
142,0.1,0.862397004,0.01492081,0.001492081,unweighted,No,control_spearman_ndgs
143,0.15,0.797191011,0.017293764,0.001729376,unweighted,No,control_spearman_ndgs
144,0.2,0.736779026,0.018464323,0.001846432,unweighted,No,control_spearman_ndgs
145,0.25,0.66928839,0.0171136,0.00171136,unweighted,No,control_spearman_ndgs
146,0.3,0.611123596,0.020486687,0.002048669,unweighted,No,control_spearman_ndgs
147,0.35,0.549325843,0.018044986,0.001804499,unweighted,No,control_spearman_ndgs
148,0.4,0.489475655,0.021344598,0.00213446,unweighted,No,control_spearman_ndgs
149,0.45,0.433146067,0.023809038,0.002380904,unweighted,No,control_spearman_ndgs
150,0.5,0.371385768,0.019235841,0.001923584,unweighted,No,control_spearman_ndgs
151,0.55,0.319925094,0.02418577,0.002418577,unweighted,No,control_spearman_ndgs
152,0.6,0.266292135,0.025610304,0.00256103,unweighted,No,control_spearman_ndgs
153,0.65,0.216554307,0.022112025,0.002211203,unweighted,No,control_spearman_ndgs
154,0.7,0.168651685,0.021600364,0.002160036,unweighted,No,control_spearman_ndgs
155,0.75,0.12741573,0.019932283,0.001993228,unweighted,No,control_spearman_ndgs
156,0.8,0.088389513,0.021948791,0.002194879,unweighted,No,control_spearman_ndgs
157,0.85,0.053445693,0.016039631,0.001603963,unweighted,No,control_spearman_ndgs
158,0.9,0.0282397,0.011619331,0.001161933,unweighted,No,control_spearman_ndgs
159,0.95,0.007827715,0.007358864,0.000735886,unweighted,No,control_spearman_ndgs
160,1,0,0,0,unweighted,No,control_spearman_ndgs
,Proportion.removed,remain.mean,remain.sd,remain.se,weighted,consider_cascade,network
1,0.05,0.936225,0.006331489,0.000633149,weighted,Yes,warming_spearman_ndgs
2,0.1,0.872325,0.009919213,0.000991921,weighted,Yes,warming_spearman_ndgs
3,0.15,0.8084,0.011306787,0.001130679,weighted,Yes,warming_spearman_ndgs
4,0.2,0.7481,0.011437798,0.00114378,weighted,Yes,warming_spearman_ndgs
5,0.25,0.688725,0.013029178,0.001302918,weighted,Yes,warming_spearman_ndgs
6,0.3,0.62825,0.016023578,0.001602358,weighted,Yes,warming_spearman_ndgs
7,0.35,0.567175,0.016976867,0.001697687,weighted,Yes,warming_spearman_ndgs
8,0.4,0.512075,0.017552429,0.001755243,weighted,Yes,warming_spearman_ndgs
9,0.45,0.454125,0.016423895,0.001642389,weighted,Yes,warming_spearman_ndgs
10,0.5,0.399275,0.016062123,0.001606212,weighted,Yes,warming_spearman_ndgs
11,0.55,0.347725,0.01818846,0.001818846,weighted,Yes,warming_spearman_ndgs
12,0.6,0.29615,0.016841582,0.001684158,weighted,Yes,warming_spearman_ndgs
13,0.65,0.243125,0.017972956,0.001797296,weighted,Yes,warming_spearman_ndgs
14,0.7,0.19505,0.016201774,0.001620177,weighted,Yes,warming_spearman_ndgs
15,0.75,0.1508,0.017349206,0.001734921,weighted,Yes,warming_spearman_ndgs
16,0.8,0.10745,0.014698055,0.001469806,weighted,Yes,warming_spearman_ndgs
17,0.85,0.0702,0.012084927,0.001208493,weighted,Yes,warming_spearman_ndgs
18,0.9,0.03675,0.011029689,0.001102969,weighted,Yes,warming_spearman_ndgs
19,0.95,0.00935,0.006181391,0.000618139,weighted,Yes,warming_spearman_ndgs
20,1,0,0,0,weighted,Yes,warming_spearman_ndgs
21,0.05,0.934875,0.006810707,0.000681071,unweighted,Yes,warming_spearman_ndgs
22,0.1,0.8736,0.009349553,0.000934955,unweighted,Yes,warming_spearman_ndgs
23,0.15,0.808875,0.011930856,0.001193086,unweighted,Yes,warming_spearman_ndgs
24,0.2,0.745075,0.013486127,0.001348613,unweighted,Yes,warming_spearman_ndgs
25,0.25,0.68475,0.014713167,0.001471317,unweighted,Yes,warming_spearman_ndgs
26,0.3,0.624725,0.013816506,0.001381651,unweighted,Yes,warming_spearman_ndgs
27,0.35,0.568275,0.013915759,0.001391576,unweighted,Yes,warming_spearman_ndgs
28,0.4,0.5095,0.016617351,0.001661735,unweighted,Yes,warming_spearman_ndgs
29,0.45,0.451925,0.020256733,0.002025673,unweighted,Yes,warming_spearman_ndgs
30,0.5,0.39945,0.016767046,0.001676705,unweighted,Yes,warming_spearman_ndgs
31,0.55,0.34105,0.019185366,0.001918537,unweighted,Yes,warming_spearman_ndgs
32,0.6,0.28955,0.019172858,0.001917286,unweighted,Yes,warming_spearman_ndgs
33,0.65,0.24325,0.017489174,0.001748917,unweighted,Yes,warming_spearman_ndgs
34,0.7,0.191975,0.018399656,0.001839966,unweighted,Yes,warming_spearman_ndgs
35,0.75,0.15035,0.016598421,0.001659842,unweighted,Yes,warming_spearman_ndgs
36,0.8,0.108275,0.015216016,0.001521602,unweighted,Yes,warming_spearman_ndgs
37,0.85,0.0718,0.013352638,0.001335264,unweighted,Yes,warming_spearman_ndgs
38,0.9,0.037475,0.010178303,0.00101783,unweighted,Yes,warming_spearman_ndgs
39,0.95,0.011425,0.006515861,0.000651586,unweighted,Yes,warming_spearman_ndgs
40,1,0,0,0,unweighted,Yes,warming_spearman_ndgs
41,0.05,0.934975,0.007406786,0.000740679,weighted,No,warming_spearman_ndgs
42,0.1,0.871575,0.010191692,0.001019169,weighted,No,warming_spearman_ndgs
43,0.15,0.80975,0.012570508,0.001257051,weighted,No,warming_spearman_ndgs
44,0.2,0.74685,0.014291429,0.001429143,weighted,No,warming_spearman_ndgs
45,0.25,0.6865,0.013830686,0.001383069,weighted,No,warming_spearman_ndgs
46,0.3,0.624375,0.014950993,0.001495099,weighted,No,warming_spearman_ndgs
47,0.35,0.5686,0.015792691,0.001579269,weighted,No,warming_spearman_ndgs
48,0.4,0.510825,0.018195262,0.001819526,weighted,No,warming_spearman_ndgs
49,0.45,0.45525,0.016972571,0.001697257,weighted,No,warming_spearman_ndgs
50,0.5,0.395925,0.019337692,0.001933769,weighted,No,warming_spearman_ndgs
51,0.55,0.343025,0.0173798,0.00173798,weighted,No,warming_spearman_ndgs
52,0.6,0.292375,0.018679159,0.001867916,weighted,No,warming_spearman_ndgs
53,0.65,0.244225,0.017464593,0.001746459,weighted,No,warming_spearman_ndgs
54,0.7,0.196225,0.017832324,0.001783232,weighted,No,warming_spearman_ndgs
55,0.75,0.153125,0.015916349,0.001591635,weighted,No,warming_spearman_ndgs
56,0.8,0.111375,0.015880611,0.001588061,weighted,No,warming_spearman_ndgs
57,0.85,0.068975,0.013138227,0.001313823,weighted,No,warming_spearman_ndgs
58,0.9,0.036875,0.011272424,0.001127242,weighted,No,warming_spearman_ndgs
59,0.95,0.010725,0.006319512,0.000631951,weighted,No,warming_spearman_ndgs
60,1,0,0,0,weighted,No,warming_spearman_ndgs
61,0.05,0.9341,0.006624107,0.000662411,unweighted,No,warming_spearman_ndgs
62,0.1,0.871875,0.009484004,0.0009484,unweighted,No,warming_spearman_ndgs
63,0.15,0.80945,0.010716621,0.001071662,unweighted,No,warming_spearman_ndgs
64,0.2,0.74795,0.012413234,0.001241323,unweighted,No,warming_spearman_ndgs
65,0.25,0.685125,0.014391597,0.00143916,unweighted,No,warming_spearman_ndgs
66,0.3,0.627175,0.014807924,0.001480792,unweighted,No,warming_spearman_ndgs
67,0.35,0.570525,0.014806389,0.001480639,unweighted,No,warming_spearman_ndgs
68,0.4,0.5101,0.019220675,0.001922067,unweighted,No,warming_spearman_ndgs
69,0.45,0.4517,0.018315694,0.001831569,unweighted,No,warming_spearman_ndgs
70,0.5,0.397475,0.017934698,0.00179347,unweighted,No,warming_spearman_ndgs
71,0.55,0.342775,0.017702276,0.001770228,unweighted,No,warming_spearman_ndgs
72,0.6,0.294525,0.015011338,0.001501134,unweighted,No,warming_spearman_ndgs
73,0.65,0.24325,0.016535468,0.001653547,unweighted,No,warming_spearman_ndgs
74,0.7,0.19425,0.01679684,0.001679684,unweighted,No,warming_spearman_ndgs
75,0.75,0.15085,0.016549665,0.001654967,unweighted,No,warming_spearman_ndgs
76,0.8,0.1107,0.012752896,0.00127529,unweighted,No,warming_spearman_ndgs
77,0.85,0.07055,0.012281319,0.001228132,unweighted,No,warming_spearman_ndgs
78,0.9,0.036325,0.009811706,0.000981171,unweighted,No,warming_spearman_ndgs
79,0.95,0.010975,0.00609163,0.000609163,unweighted,No,warming_spearman_ndgs
80,1,0,0,0,unweighted,No,warming_spearman_ndgs
81,0.05,0.936225,0.006331489,0.000633149,weighted,Yes,warming_spearman_ndgs
82,0.1,0.872325,0.009919213,0.000991921,weighted,Yes,warming_spearman_ndgs
83,0.15,0.8084,0.011306787,0.001130679,weighted,Yes,warming_spearman_ndgs
84,0.2,0.7481,0.011437798,0.00114378,weighted,Yes,warming_spearman_ndgs
85,0.25,0.688725,0.013029178,0.001302918,weighted,Yes,warming_spearman_ndgs
86,0.3,0.62825,0.016023578,0.001602358,weighted,Yes,warming_spearman_ndgs
87,0.35,0.567175,0.016976867,0.001697687,weighted,Yes,warming_spearman_ndgs
88,0.4,0.512075,0.017552429,0.001755243,weighted,Yes,warming_spearman_ndgs
89,0.45,0.454125,0.016423895,0.001642389,weighted,Yes,warming_spearman_ndgs
90,0.5,0.399275,0.016062123,0.001606212,weighted,Yes,warming_spearman_ndgs
91,0.55,0.347725,0.01818846,0.001818846,weighted,Yes,warming_spearman_ndgs
92,0.6,0.29615,0.016841582,0.001684158,weighted,Yes,warming_spearman_ndgs
93,0.65,0.243125,0.017972956,0.001797296,weighted,Yes,warming_spearman_ndgs
94,0.7,0.19505,0.016201774,0.001620177,weighted,Yes,warming_spearman_ndgs
95,0.75,0.1508,0.017349206,0.001734921,weighted,Yes,warming_spearman_ndgs
96,0.8,0.10745,0.014698055,0.001469806,weighted,Yes,warming_spearman_ndgs
97,0.85,0.0702,0.012084927,0.001208493,weighted,Yes,warming_spearman_ndgs
98,0.9,0.03675,0.011029689,0.001102969,weighted,Yes,warming_spearman_ndgs
99,0.95,0.00935,0.006181391,0.000618139,weighted,Yes,warming_spearman_ndgs
100,1,0,0,0,weighted,Yes,warming_spearman_ndgs
101,0.05,0.934875,0.006810707,0.000681071,unweighted,Yes,warming_spearman_ndgs
102,0.1,0.8736,0.009349553,0.000934955,unweighted,Yes,warming_spearman_ndgs
103,0.15,0.808875,0.011930856,0.001193086,unweighted,Yes,warming_spearman_ndgs
104,0.2,0.745075,0.013486127,0.001348613,unweighted,Yes,warming_spearman_ndgs
105,0.25,0.68475,0.014713167,0.001471317,unweighted,Yes,warming_spearman_ndgs
106,0.3,0.624725,0.013816506,0.001381651,unweighted,Yes,warming_spearman_ndgs
107,0.35,0.568275,0.013915759,0.001391576,unweighted,Yes,warming_spearman_ndgs
108,0.4,0.5095,0.016617351,0.001661735,unweighted,Yes,warming_spearman_ndgs
109,0.45,0.451925,0.020256733,0.002025673,unweighted,Yes,warming_spearman_ndgs
110,0.5,0.39945,0.016767046,0.001676705,unweighted,Yes,warming_spearman_ndgs
111,0.55,0.34105,0.019185366,0.001918537,unweighted,Yes,warming_spearman_ndgs
112,0.6,0.28955,0.019172858,0.001917286,unweighted,Yes,warming_spearman_ndgs
113,0.65,0.24325,0.017489174,0.001748917,unweighted,Yes,warming_spearman_ndgs
114,0.7,0.191975,0.018399656,0.001839966,unweighted,Yes,warming_spearman_ndgs
115,0.75,0.15035,0.016598421,0.001659842,unweighted,Yes,warming_spearman_ndgs
116,0.8,0.108275,0.015216016,0.001521602,unweighted,Yes,warming_spearman_ndgs
117,0.85,0.0718,0.013352638,0.001335264,unweighted,Yes,warming_spearman_ndgs
118,0.9,0.037475,0.010178303,0.00101783,unweighted,Yes,warming_spearman_ndgs
119,0.95,0.011425,0.006515861,0.000651586,unweighted,Yes,warming_spearman_ndgs
120,1,0,0,0,unweighted,Yes,warming_spearman_ndgs
121,0.05,0.934975,0.007406786,0.000740679,weighted,No,warming_spearman_ndgs
122,0.1,0.871575,0.010191692,0.001019169,weighted,No,warming_spearman_ndgs
123,0.15,0.80975,0.012570508,0.001257051,weighted,No,warming_spearman_ndgs
124,0.2,0.74685,0.014291429,0.001429143,weighted,No,warming_spearman_ndgs
125,0.25,0.6865,0.013830686,0.001383069,weighted,No,warming_spearman_ndgs
126,0.3,0.624375,0.014950993,0.001495099,weighted,No,warming_spearman_ndgs
127,0.35,0.5686,0.015792691,0.001579269,weighted,No,warming_spearman_ndgs
128,0.4,0.510825,0.018195262,0.001819526,weighted,No,warming_spearman_ndgs
129,0.45,0.45525,0.016972571,0.001697257,weighted,No,warming_spearman_ndgs
130,0.5,0.395925,0.019337692,0.001933769,weighted,No,warming_spearman_ndgs
131,0.55,0.343025,0.0173798,0.00173798,weighted,No,warming_spearman_ndgs
132,0.6,0.292375,0.018679159,0.001867916,weighted,No,warming_spearman_ndgs
133,0.65,0.244225,0.017464593,0.001746459,weighted,No,warming_spearman_ndgs
134,0.7,0.196225,0.017832324,0.001783232,weighted,No,warming_spearman_ndgs
135,0.75,0.153125,0.015916349,0.001591635,weighted,No,warming_spearman_ndgs
136,0.8,0.111375,0.015880611,0.001588061,weighted,No,warming_spearman_ndgs
137,0.85,0.068975,0.013138227,0.001313823,weighted,No,warming_spearman_ndgs
138,0.9,0.036875,0.011272424,0.001127242,weighted,No,warming_spearman_ndgs
139,0.95,0.010725,0.006319512,0.000631951,weighted,No,warming_spearman_ndgs
140,1,0,0,0,weighted,No,warming_spearman_ndgs
141,0.05,0.9341,0.006624107,0.000662411,unweighted,No,warming_spearman_ndgs
142,0.1,0.871875,0.009484004,0.0009484,unweighted,No,warming_spearman_ndgs
143,0.15,0.80945,0.010716621,0.001071662,unweighted,No,warming_spearman_ndgs
144,0.2,0.74795,0.012413234,0.001241323,unweighted,No,warming_spearman_ndgs
145,0.25,0.685125,0.014391597,0.00143916,unweighted,No,warming_spearman_ndgs
146,0.3,0.627175,0.014807924,0.001480792,unweighted,No,warming_spearman_ndgs
147,0.35,0.570525,0.014806389,0.001480639,unweighted,No,warming_spearman_ndgs
148,0.4,0.5101,0.019220675,0.001922067,unweighted,No,warming_spearman_ndgs
149,0.45,0.4517,0.018315694,0.001831569,unweighted,No,warming_spearman_ndgs
150,0.5,0.397475,0.017934698,0.00179347,unweighted,No,warming_spearman_ndgs
151,0.55,0.342775,0.017702276,0.001770228,unweighted,No,warming_spearman_ndgs
152,0.6,0.294525,0.015011338,0.001501134,unweighted,No,warming_spearman_ndgs
153,0.65,0.24325,0.016535468,0.001653547,unweighted,No,warming_spearman_ndgs
154,0.7,0.19425,0.01679684,0.001679684,unweighted,No,warming_spearman_ndgs
155,0.75,0.15085,0.016549665,0.001654967,unweighted,No,warming_spearman_ndgs
156,0.8,0.1107,0.012752896,0.00127529,unweighted,No,warming_spearman_ndgs
157,0.85,0.07055,0.012281319,0.001228132,unweighted,No,warming_spearman_ndgs
158,0.9,0.036325,0.009811706,0.000981171,unweighted,No,warming_spearman_ndgs
159,0.95,0.010975,0.00609163,0.000609163,unweighted,No,warming_spearman_ndgs
160,1,0,0,0,unweighted,No,warming_spearman_ndgs
